lambda_um,eta,V
1.530000000000000027e+00,5.895452740679790749e-01,9.378466227840316360e-01
1.530999999999999917e+00,5.917768053434491193e-01,9.348124386314811129e-01
1.532000000000000028e+00,5.939957483809630290e-01,9.317310729812974257e-01
1.532999999999999918e+00,5.961531524838931118e-01,9.286743162431814191e-01
1.534000000000000030e+00,5.982110488725991271e-01,9.257032110355898347e-01
1.534999999999999920e+00,6.001342412670516158e-01,9.228782285630634519e-01
1.536000000000000032e+00,6.018933085439943653e-01,9.202538078341844230e-01
1.536999999999999700e+00,6.034822138076414433e-01,9.178502752473278736e-01
1.538000000000000034e+00,6.048956618358322102e-01,9.156860598408653740e-01
1.538999999999999924e+00,6.061487836661780815e-01,9.137469336836573364e-01
1.540000000000000036e+00,6.072660492823623857e-01,9.120019801137178028e-01
1.540999999999999925e+00,6.082795034362904474e-01,9.104061479492134845e-01
1.542000000000000259e+00,6.092298429485596412e-01,9.088985162760496728e-01
1.542999999999999927e+00,6.101572651132078917e-01,9.074168614912597741e-01
1.544000000000000039e+00,6.111038540680190367e-01,9.058940683607838995e-01
1.544999999999999929e+00,6.121147752115012608e-01,9.042561138756453065e-01
1.546000000000000041e+00,6.132193076048493285e-01,9.024527864615412565e-01
1.546999999999999931e+00,6.144434329089495384e-01,9.004375995569646740e-01
1.548000000000000043e+00,6.158062729467086438e-01,8.981736668071855778e-01
1.548999999999999932e+00,6.173093275313312756e-01,8.956520989099695518e-01
1.550000000000000044e+00,6.189502940806839160e-01,8.928698331324659287e-01
1.550999999999999934e+00,6.207050528218185370e-01,8.898610896234945278e-01
1.552000000000000046e+00,6.225459969587817666e-01,8.866677094182007224e-01
1.552999999999999936e+00,6.244353292396478405e-01,8.833515967326132090e-01
1.554000000000000048e+00,6.263305708815349870e-01,8.799861005040021666e-01
1.554999999999999716e+00,6.281849519852134023e-01,8.766558068548715443e-01
1.556000000000000050e+00,6.299527989019536589e-01,8.734469363121858398e-01
1.556999999999999940e+00,6.315874319994367880e-01,8.704506973410434112e-01
1.558000000000000052e+00,6.330561850966350823e-01,8.677348728042294512e-01
1.558999999999999719e+00,6.343257683947437497e-01,8.653694793950251762e-01
1.560000000000000053e+00,6.353832424656735700e-01,8.633867518071953739e-01
1.560999999999999943e+00,6.362179505132284918e-01,8.618137272559753814e-01
1.562000000000000055e+00,6.368263384306838137e-01,8.606628007914332024e-01
1.562999999999999945e+00,6.372274777822846126e-01,8.599019161203501627e-01
1.564000000000000057e+00,6.374273131238078482e-01,8.595222683120203877e-01
1.564999999999999947e+00,6.374577314291508534e-01,8.594644446776228408e-01
