lambda_um,eta_TE,eta_TM,delta_eta,V_TE,V_TM
1.530000000000000027e+00,4.933759798355697446e-01,5.895452740679790749e-01,9.616929423240933028e-02,9.996490404520007589e-01,9.378466227840316360e-01
1.530999999999999917e+00,4.932880201680816534e-01,5.917768053434491193e-01,9.848878517536746591e-02,9.996396595482072156e-01,9.348124386314811129e-01
1.532000000000000028e+00,4.931804326961183871e-01,5.939957483809630290e-01,1.008153156848446419e-01,9.996280172127699482e-01,9.317310729812974257e-01
1.532999999999999918e+00,4.930531184588116123e-01,5.961531524838931118e-01,1.031000340250814995e-01,9.996140012067364911e-01,9.286743162431814191e-01
1.534000000000000030e+00,4.929054816149915919e-01,5.982110488725991271e-01,1.053055672576075352e-01,9.995974235213033188e-01,9.257032110355898347e-01
1.534999999999999920e+00,4.927371012498855674e-01,6.001342412670516158e-01,1.073971400171660484e-01,9.995780914361623859e-01,9.228782285630634519e-01
1.536000000000000032e+00,4.925476646724899488e-01,6.018933085439943653e-01,1.093456438715044166e-01,9.995558002639500783e-01,9.202538078341844230e-01
1.536999999999999700e+00,4.923366373264994045e-01,6.034822138076414433e-01,1.111455764811420388e-01,9.995302933183718430e-01,9.178502752473278736e-01
1.538000000000000034e+00,4.921035615047243406e-01,6.048956618358322102e-01,1.127921003311078696e-01,9.995012944573473668e-01,9.156860598408653740e-01
1.538999999999999924e+00,4.918481196169106062e-01,6.061487836661780815e-01,1.143006640492674753e-01,9.994685160448983918e-01,9.137469336836573364e-01
1.540000000000000036e+00,4.915698907922793071e-01,6.072660492823623857e-01,1.156961584900830786e-01,9.994316276394530352e-01,9.120019801137178028e-01
1.540999999999999925e+00,4.912682429358858904e-01,6.082795034362904474e-01,1.170112605004045570e-01,9.993902373105513215e-01,9.104061479492134845e-01
1.542000000000000259e+00,4.909428795856344285e-01,6.092298429485596412e-01,1.182869633629252126e-01,9.993439638207416431e-01,9.088985162760496728e-01
1.542999999999999927e+00,4.905936825684119040e-01,6.101572651132078917e-01,1.195635825447959877e-01,9.992924199623616222e-01,9.074168614912597741e-01
1.544000000000000039e+00,4.902198717713867060e-01,6.111038540680190367e-01,1.208839822966323307e-01,9.992350853937621569e-01,9.058940683607838995e-01
1.544999999999999929e+00,4.898212201132385868e-01,6.121147752115012608e-01,1.222935550982626740e-01,9.991714828826826489e-01,9.042561138756453065e-01
1.546000000000000041e+00,4.893970544351625707e-01,6.132193076048493285e-01,1.238222531696867579e-01,9.991010246228669844e-01,9.024527864615412565e-01
1.546999999999999931e+00,4.889472461668573633e-01,6.144434329089495384e-01,1.254961867420921751e-01,9.990231703928080798e-01,9.004375995569646740e-01
1.548000000000000043e+00,4.884712369337706472e-01,6.158062729467086438e-01,1.273350360129379966e-01,9.989372659793249731e-01,8.981736668071855778e-01
1.548999999999999932e+00,4.879687763534260592e-01,6.173093275313312756e-01,1.293405511779052164e-01,9.988426673577139869e-01,8.956520989099695518e-01
1.550000000000000044e+00,4.874389793741427113e-01,6.189502940806839160e-01,1.315113147065412047e-01,9.987385622014787190e-01,8.928698331324659287e-01
1.550999999999999934e+00,4.868820101254805466e-01,6.207050528218185370e-01,1.338230426963379904e-01,9.986242936685236771e-01,8.898610896234945278e-01
1.552000000000000046e+00,4.862971360883438510e-01,6.225459969587817666e-01,1.362488608704379156e-01,9.984989795422645198e-01,8.866677094182007224e-01
1.552999999999999936e+00,4.856841363697245173e-01,6.244353292396478405e-01,1.387511928699233232e-01,9.983617913519695630e-01,8.833515967326132090e-01
1.554000000000000048e+00,4.850423236457092613e-01,6.263305708815349870e-01,1.412882472358257258e-01,9.982117437058571907e-01,8.799861005040021666e-01
1.554999999999999716e+00,4.843715084628153478e-01,6.281849519852134023e-01,1.438134435223980545e-01,9.980479092089102888e-01,8.766558068548715443e-01
1.556000000000000050e+00,4.836711512163155424e-01,6.299527989019536589e-01,1.462816476856381165e-01,9.978692221075367019e-01,8.734469363121858398e-01
1.556999999999999940e+00,4.829410486692636284e-01,6.315874319994367880e-01,1.486463833301731596e-01,9.976746442228310308e-01,8.704506973410434112e-01
1.558000000000000052e+00,4.821805168518065732e-01,6.330561850966350823e-01,1.508756682448285091e-01,9.974629505602709001e-01,8.677348728042294512e-01
1.558999999999999719e+00,4.813893425104099344e-01,6.343257683947437497e-01,1.529364258843338154e-01,9.972329809234116160e-01,8.653694793950251762e-01
1.560000000000000053e+00,4.805675262623254618e-01,6.353832424656735700e-01,1.548157162033481082e-01,9.969835879580325466e-01,8.633867518071953739e-01
1.560999999999999943e+00,4.797144596019472518e-01,6.362179505132284918e-01,1.565034909112812400e-01,9.967133846163944710e-01,8.618137272559753814e-01
1.562000000000000055e+00,4.788291258537492046e-01,6.368263384306838137e-01,1.579972125769346092e-01,9.964207696319160590e-01,8.606628007914332024e-01
1.562999999999999945e+00,4.779121429262960796e-01,6.372274777822846126e-01,1.593153348559885329e-01,9.961046143797098740e-01,8.599019161203501627e-01
1.564000000000000057e+00,4.769632444719302256e-01,6.374273131238078482e-01,1.604640686518776227e-01,9.957634563589751187e-01,8.595222683120203877e-01
1.564999999999999947e+00,4.759813987376004252e-01,6.374577314291508534e-01,1.614763326915504282e-01,9.953954796133056560e-01,8.594644446776228408e-01
