lambda_um,eta,V
1.530000000000000027e+00,3.795712899228354531e-01,8.903371973719400589e-01
1.530999999999999917e+00,3.771162045089400672e-01,8.860776849429840007e-01
1.532000000000000028e+00,3.746831110094178130e-01,8.817909885041472773e-01
1.532999999999999918e+00,3.722714361687823326e-01,8.774788398765426267e-01
1.534000000000000030e+00,3.698824426709174662e-01,8.731462029855241447e-01
1.534999999999999920e+00,3.675176921913695938e-01,8.687986587794852555e-01
1.536000000000000032e+00,3.651786562085752030e-01,8.644417033977069842e-01
1.536999999999999700e+00,3.628662248061027551e-01,8.600797956523987819e-01
1.538000000000000034e+00,3.605793040179026687e-01,8.557135886122735347e-01
1.538999999999999924e+00,3.583209950999657334e-01,8.513517096711400445e-01
1.540000000000000036e+00,3.560913729272023320e-01,8.469970341984736084e-01
1.540999999999999925e+00,3.538923742945372930e-01,8.426560543643034640e-01
1.542000000000000259e+00,3.517238826364649240e-01,8.383312186434140889e-01
1.542999999999999927e+00,3.495866025120782927e-01,8.340265393770003310e-01
1.544000000000000039e+00,3.474815656271439401e-01,8.297466632780634566e-01
1.544999999999999929e+00,3.454114885124196510e-01,8.254996962655365422e-01
1.546000000000000041e+00,3.433741277475263476e-01,8.212835378329161884e-01
1.546999999999999931e+00,3.413722110623983452e-01,8.171062536745455906e-01
1.548000000000000043e+00,3.394060610793761534e-01,8.129709229765643697e-01
1.548999999999999932e+00,3.374775155591915876e-01,8.088837744080253911e-01
1.550000000000000044e+00,3.355851508700397057e-01,8.048440689840498097e-01
1.550999999999999934e+00,3.337315754804389689e-01,8.008595856275260161e-01
1.552000000000000046e+00,3.319163082052947744e-01,7.969314541705739829e-01
1.552999999999999936e+00,3.301407521875368567e-01,7.930648007419413004e-01
1.554000000000000048e+00,3.284053677489676137e-01,7.892626631317408714e-01
1.554999999999999716e+00,3.267101826881995685e-01,7.855270554495545898e-01
1.556000000000000050e+00,3.250562711940961358e-01,7.818622289111613055e-01
1.556999999999999940e+00,3.234439583244517191e-01,7.782707248417077839e-01
1.558000000000000052e+00,3.218737670580685273e-01,7.747554568708371336e-01
1.558999999999999719e+00,3.203461218759248719e-01,7.713190545821673183e-01
1.560000000000000053e+00,3.188611899304697461e-01,7.679634995742745662e-01
1.560999999999999943e+00,3.174189437728895391e-01,7.646902569985162268e-01
1.562000000000000055e+00,3.160207476689314010e-01,7.615038913194380754e-01
1.562999999999999945e+00,3.146664593071322180e-01,7.584054867032662406e-01
1.564000000000000057e+00,3.133554031241201909e-01,7.553948208476214399e-01
1.564999999999999947e+00,3.120885564837974635e-01,7.524753940744244307e-01
