lambda_um,eta,V
1.530000000000000027e+00,5.319232633782182695e-01,9.918803408501533081e-01
1.530999999999999917e+00,5.312862260594886088e-01,9.921999162313774878e-01
1.532000000000000028e+00,5.305289757029318931e-01,9.925715469586470219e-01
1.532999999999999918e+00,5.296280203850998181e-01,9.930020151373470938e-01
1.534000000000000030e+00,5.285691134633562216e-01,9.934916942142273388e-01
1.534999999999999920e+00,5.273556360571221013e-01,9.940312198958188850e-01
1.536000000000000032e+00,5.260023866200846943e-01,9.946055962661699557e-01
1.536999999999999700e+00,5.245262691240513142e-01,9.951992483187370730e-01
1.538000000000000034e+00,5.229502955750769955e-01,9.957951305533213615e-01
1.538999999999999924e+00,5.213111147440103732e-01,9.963732796046735896e-01
1.540000000000000036e+00,5.196538620778758943e-01,9.969145729280534107e-01
1.540999999999999925e+00,5.180202330305440084e-01,9.974055395962374559e-01
1.542000000000000259e+00,5.164465180578908798e-01,9.978384350593040297e-01
1.542999999999999927e+00,5.149683525490439395e-01,9.982091923088969310e-01
1.544000000000000039e+00,5.136193746772989011e-01,9.985172012289518229e-01
1.544999999999999929e+00,5.124247544864906079e-01,9.987657659447827241e-01
1.546000000000000041e+00,5.113948849693301657e-01,9.989617919901317977e-01
1.546999999999999931e+00,5.105322701876012781e-01,9.991129638686767622e-01
1.548000000000000043e+00,5.098357233385168996e-01,9.992263677405025524e-01
1.548999999999999932e+00,5.092983787250591199e-01,9.993085603517475324e-01
1.550000000000000044e+00,5.089055289462219855e-01,9.993657336442196559e-01
1.550999999999999934e+00,5.086341464191691530e-01,9.994037899111327672e-01
1.552000000000000046e+00,5.084615499504104852e-01,9.994273813724926514e-01
1.552999999999999936e+00,5.083667185585504233e-01,9.994401409294685346e-01
1.554000000000000048e+00,5.083285719702912431e-01,9.994452330373734261e-01
1.554999999999999716e+00,5.083234248715124970e-01,9.994459183330515195e-01
1.556000000000000050e+00,5.083274390633621964e-01,9.994453839113324189e-01
1.556999999999999940e+00,5.083203400030595898e-01,9.994463288561796777e-01
1.558000000000000052e+00,5.082864717243276154e-01,9.994508259283937379e-01
1.558999999999999719e+00,5.082128227334228310e-01,9.994605418887799742e-01
1.560000000000000053e+00,5.080862805772521362e-01,9.994770333142513064e-01
1.560999999999999943e+00,5.078951252917045522e-01,9.995014602749396904e-01
1.562000000000000055e+00,5.076311935958861543e-01,9.995342275716617708e-01
1.562999999999999945e+00,5.072904999480142285e-01,9.995748792670947624e-01
1.564000000000000057e+00,5.068722158465724936e-01,9.996222525549091076e-01
1.564999999999999947e+00,5.063761068667401721e-01,9.996748149710409370e-01
