lambda_um,eta_TE,eta_TM,delta_eta,V_TE,V_TM
1.530000000000000027e+00,3.795712899228354531e-01,5.319232633782182695e-01,1.523519734553828164e-01,8.903371973719400589e-01,9.918803408501533081e-01
1.530999999999999917e+00,3.771162045089400672e-01,5.312862260594886088e-01,1.541700215505485416e-01,8.860776849429840007e-01,9.921999162313774878e-01
1.532000000000000028e+00,3.746831110094178130e-01,5.305289757029318931e-01,1.558458646935140801e-01,8.817909885041472773e-01,9.925715469586470219e-01
1.532999999999999918e+00,3.722714361687823326e-01,5.296280203850998181e-01,1.573565842163174855e-01,8.774788398765426267e-01,9.930020151373470938e-01
1.534000000000000030e+00,3.698824426709174662e-01,5.285691134633562216e-01,1.586866707924387554e-01,8.731462029855241447e-01,9.934916942142273388e-01
1.534999999999999920e+00,3.675176921913695938e-01,5.273556360571221013e-01,1.598379438657525076e-01,8.687986587794852555e-01,9.940312198958188850e-01
1.536000000000000032e+00,3.651786562085752030e-01,5.260023866200846943e-01,1.608237304115094912e-01,8.644417033977069842e-01,9.946055962661699557e-01
1.536999999999999700e+00,3.628662248061027551e-01,5.245262691240513142e-01,1.616600443179485591e-01,8.600797956523987819e-01,9.951992483187370730e-01
1.538000000000000034e+00,3.605793040179026687e-01,5.229502955750769955e-01,1.623709915571743267e-01,8.557135886122735347e-01,9.957951305533213615e-01
1.538999999999999924e+00,3.583209950999657334e-01,5.213111147440103732e-01,1.629901196440446398e-01,8.513517096711400445e-01,9.963732796046735896e-01
1.540000000000000036e+00,3.560913729272023320e-01,5.196538620778758943e-01,1.635624891506735623e-01,8.469970341984736084e-01,9.969145729280534107e-01
1.540999999999999925e+00,3.538923742945372930e-01,5.180202330305440084e-01,1.641278587360067154e-01,8.426560543643034640e-01,9.974055395962374559e-01
1.542000000000000259e+00,3.517238826364649240e-01,5.164465180578908798e-01,1.647226354214259558e-01,8.383312186434140889e-01,9.978384350593040297e-01
1.542999999999999927e+00,3.495866025120782927e-01,5.149683525490439395e-01,1.653817500369656468e-01,8.340265393770003310e-01,9.982091923088969310e-01
1.544000000000000039e+00,3.474815656271439401e-01,5.136193746772989011e-01,1.661378090501549609e-01,8.297466632780634566e-01,9.985172012289518229e-01
1.544999999999999929e+00,3.454114885124196510e-01,5.124247544864906079e-01,1.670132659740709569e-01,8.254996962655365422e-01,9.987657659447827241e-01
1.546000000000000041e+00,3.433741277475263476e-01,5.113948849693301657e-01,1.680207572218038181e-01,8.212835378329161884e-01,9.989617919901317977e-01
1.546999999999999931e+00,3.413722110623983452e-01,5.105322701876012781e-01,1.691600591252029329e-01,8.171062536745455906e-01,9.991129638686767622e-01
1.548000000000000043e+00,3.394060610793761534e-01,5.098357233385168996e-01,1.704296622591407462e-01,8.129709229765643697e-01,9.992263677405025524e-01
1.548999999999999932e+00,3.374775155591915876e-01,5.092983787250591199e-01,1.718208631658675323e-01,8.088837744080253911e-01,9.993085603517475324e-01
1.550000000000000044e+00,3.355851508700397057e-01,5.089055289462219855e-01,1.733203780761822799e-01,8.048440689840498097e-01,9.993657336442196559e-01
1.550999999999999934e+00,3.337315754804389689e-01,5.086341464191691530e-01,1.749025709387301841e-01,8.008595856275260161e-01,9.994037899111327672e-01
1.552000000000000046e+00,3.319163082052947744e-01,5.084615499504104852e-01,1.765452417451157108e-01,7.969314541705739829e-01,9.994273813724926514e-01
1.552999999999999936e+00,3.301407521875368567e-01,5.083667185585504233e-01,1.782259663710135666e-01,7.930648007419413004e-01,9.994401409294685346e-01
1.554000000000000048e+00,3.284053677489676137e-01,5.083285719702912431e-01,1.799232042213236293e-01,7.892626631317408714e-01,9.994452330373734261e-01
1.554999999999999716e+00,3.267101826881995685e-01,5.083234248715124970e-01,1.816132421833129285e-01,7.855270554495545898e-01,9.994459183330515195e-01
1.556000000000000050e+00,3.250562711940961358e-01,5.083274390633621964e-01,1.832711678692660606e-01,7.818622289111613055e-01,9.994453839113324189e-01
1.556999999999999940e+00,3.234439583244517191e-01,5.083203400030595898e-01,1.848763816786078706e-01,7.782707248417077839e-01,9.994463288561796777e-01
1.558000000000000052e+00,3.218737670580685273e-01,5.082864717243276154e-01,1.864127046662590881e-01,7.747554568708371336e-01,9.994508259283937379e-01
1.558999999999999719e+00,3.203461218759248719e-01,5.082128227334228310e-01,1.878667008574979591e-01,7.713190545821673183e-01,9.994605418887799742e-01
1.560000000000000053e+00,3.188611899304697461e-01,5.080862805772521362e-01,1.892250906467823901e-01,7.679634995742745662e-01,9.994770333142513064e-01
1.560999999999999943e+00,3.174189437728895391e-01,5.078951252917045522e-01,1.904761815188150131e-01,7.646902569985162268e-01,9.995014602749396904e-01
1.562000000000000055e+00,3.160207476689314010e-01,5.076311935958861543e-01,1.916104459269547533e-01,7.615038913194380754e-01,9.995342275716617708e-01
1.562999999999999945e+00,3.146664593071322180e-01,5.072904999480142285e-01,1.926240406408820105e-01,7.584054867032662406e-01,9.995748792670947624e-01
1.564000000000000057e+00,3.133554031241201909e-01,5.068722158465724936e-01,1.935168127224523027e-01,7.553948208476214399e-01,9.996222525549091076e-01
1.564999999999999947e+00,3.120885564837974635e-01,5.063761068667401721e-01,1.942875503829427086e-01,7.524753940744244307e-01,9.996748149710409370e-01
