lambda_um,eta,V,delta_phi
1.530000000000000027e+00,4.716984169060203236e-01,9.936126277745410684e-01,-1.661726534469190053e+00
1.530999999999999917e+00,4.720760449364526101e-01,9.937814175595071076e-01,-1.661726534469190053e+00
1.532000000000000028e+00,4.724599212232350465e-01,9.939507049826878937e-01,-1.661726534469190053e+00
1.532999999999999918e+00,4.728498740268622380e-01,9.941203016697488515e-01,-1.661726534469190053e+00
1.534000000000000030e+00,4.732458997863946970e-01,9.942900931654372609e-01,-1.661726534469190053e+00
1.534999999999999920e+00,4.736476746060281351e-01,9.944598289481755282e-01,-1.661726534469190053e+00
1.536000000000000032e+00,4.740551444576955320e-01,9.946293763973532709e-01,-1.661726534469190053e+00
1.536999999999999700e+00,4.744682030200944589e-01,9.947985813940827260e-01,-1.661726534469190053e+00
1.538000000000000034e+00,4.748868001521578952e-01,9.949673134613947756e-01,-1.661726534469190053e+00
1.538999999999999924e+00,4.753105173113756909e-01,9.951352970752006533e-01,-1.661726534469190053e+00
1.540000000000000036e+00,4.757394683060179874e-01,9.953024721750602932e-01,-1.661726534469190053e+00
1.540999999999999925e+00,4.761735657337681782e-01,9.954686979033846583e-01,-1.661726534469190053e+00
1.542000000000000259e+00,4.766120187550100251e-01,9.956335723691757122e-01,-1.661726534469190053e+00
1.542999999999999927e+00,4.770555269245700947e-01,9.957972593541574158e-01,-1.661726534469190053e+00
1.544000000000000039e+00,4.775035278060862365e-01,9.959594494599023351e-01,-1.661726534469190053e+00
1.544999999999999929e+00,4.779558037978993701e-01,9.961199692611937273e-01,-1.661726534469190053e+00
1.546000000000000041e+00,4.784123221878436860e-01,9.962787142244169392e-01,-1.661726534469190053e+00
1.546999999999999931e+00,4.788729684745345883e-01,9.964355522971362067e-01,-1.661726534469190053e+00
1.548000000000000043e+00,4.793374544155598049e-01,9.965902966455432166e-01,-1.661726534469190053e+00
1.548999999999999932e+00,4.798058160127088856e-01,9.967428725569987824e-01,-1.661726534469190053e+00
1.550000000000000044e+00,4.802776243240504117e-01,9.968930572378055244e-01,-1.661726534469190053e+00
1.550999999999999934e+00,4.807530119319188833e-01,9.970408124856754428e-01,-1.661726534469190053e+00
1.552000000000000046e+00,4.812315523750284596e-01,9.971859280694140848e-01,-1.661726534469190053e+00
1.552999999999999936e+00,4.817133887015899174e-01,9.973283723485460994e-01,-1.661726534469190053e+00
1.554000000000000048e+00,4.821981672439293876e-01,9.974679676615587631e-01,-1.661726534469190053e+00
1.554999999999999716e+00,4.826856838027441809e-01,9.976045880764512486e-01,-1.661726534469190053e+00
1.556000000000000050e+00,4.831760567935460826e-01,9.977382002449229903e-01,-1.661726534469190053e+00
1.556999999999999940e+00,4.836689380702818841e-01,9.978686450899527660e-01,-1.661726534469190053e+00
1.558000000000000052e+00,4.841641697731232652e-01,9.979958222270554069e-01,-1.661726534469190053e+00
1.558999999999999719e+00,4.846616047630740720e-01,9.981196385956425665e-01,-1.661726534469190053e+00
1.560000000000000053e+00,4.851613236188017653e-01,9.982400595252760578e-01,-1.661726534469190053e+00
1.560999999999999943e+00,4.856628962874687261e-01,9.983569306054576042e-01,-1.661726534469190053e+00
1.562000000000000055e+00,4.861664677640638033e-01,9.984702380684635781e-01,-1.661726534469190053e+00
1.562999999999999945e+00,4.866716331793349837e-01,9.985798462380675034e-01,-1.661726534469190053e+00
1.564000000000000057e+00,4.871785007930729550e-01,9.986857374755858663e-01,-1.661726534469190053e+00
1.564999999999999947e+00,4.876868090010456069e-01,9.987878177578412009e-01,-1.661726534469190053e+00
