lambda_um,eta_TE,eta_TM,delta_eta,V_TE,V_TM
1.530000000000000027e+00,5.475453192531981594e-01,4.388777105903420850e-01,1.086676086628560745e-01,9.820775993969014239e-01,9.705525803939902829e-01
1.530999999999999917e+00,5.462189403251631603e-01,4.415700658751113283e-01,1.046488744500518320e-01,9.830552651643332807e-01,9.730555026067903013e-01
1.532000000000000028e+00,5.448824869916520930e-01,4.441807375939276215e-01,1.007017493977244715e-01,9.840133156065847819e-01,9.753805161276264402e-01
1.532999999999999918e+00,5.435359274183724221e-01,4.467064166315019569e-01,9.682951078687046520e-02,9.849510777138474893e-01,9.775335887209516406e-01
1.534000000000000030e+00,5.421799650161789330e-01,4.491510011736002395e-01,9.302896384257869355e-02,9.858673805780878707e-01,9.795267784866814598e-01
1.534999999999999920e+00,5.408135528290101135e-01,4.515097853253515758e-01,8.930376750365853766e-02,9.867622342700483884e-01,9.813648599343149925e-01
1.536000000000000032e+00,5.394372226320703900e-01,4.537830067608736861e-01,8.565421587119670388e-02,9.876345713029497375e-01,9.830566807166175591e-01
1.536999999999999700e+00,5.380512102540856434e-01,4.559719836813195815e-01,8.207922657276606193e-02,9.884835416570614264e-01,9.846115898851437453e-01
1.538000000000000034e+00,5.366547749681879198e-01,4.580757734909596257e-01,7.857900147722829409e-02,9.893088769730207233e-01,9.860370413146796187e-01
1.538999999999999924e+00,5.352484894737081778e-01,6.638984946472782367e-01,1.286500051735700589e-01,9.901095059337599036e-01,8.059491947300805315e-01
1.540000000000000036e+00,5.338317992407028978e-01,6.667836128718032107e-01,1.329518136311003129e-01,9.908850066254897282e-01,7.997473430429029584e-01
1.540999999999999925e+00,5.324048043832517729e-01,6.695856882793473908e-01,1.371808838960956178e-01,9.916345664314516473e-01,7.936620942562517822e-01
1.542000000000000259e+00,5.309673341460995344e-01,6.723062015545352432e-01,1.413388674084357088e-01,9.923575095800427626e-01,7.876971796709516527e-01
1.542999999999999927e+00,5.295196355459802495e-01,6.749429603617760343e-01,1.454233248157957847e-01,9.930529438436350720e-01,7.818639362447044050e-01
1.544000000000000039e+00,5.280610823151929978e-01,6.774999121907034905e-01,1.494388298755104927e-01,9.937203841638382329e-01,7.761596958041594441e-01
1.544999999999999929e+00,5.265919082077682445e-01,6.799750166990395916e-01,1.533831084912713472e-01,9.943589192432701340e-01,7.705946303198525360e-01
1.546000000000000041e+00,5.251117020295666959e-01,6.823725237294078205e-01,1.572608216998411246e-01,9.949679122588102054e-01,7.651643843535461675e-01
1.546999999999999931e+00,5.236199609664113908e-01,6.846903329849690634e-01,1.610703720185576726e-01,9.955467175422256787e-01,7.598785204688535133e-01
1.548000000000000043e+00,5.221177452091637639e-01,6.869299758013400758e-01,1.648122305921763120e-01,9.960940857842999208e-01,7.547380463095770819e-01
1.548999999999999932e+00,5.206039393389074732e-01,6.890947454521262339e-01,1.684908061132187607e-01,9.966095787077496881e-01,7.497394993929126228e-01
1.550000000000000044e+00,5.190784402647171669e-01,6.911835976161165851e-01,1.721051573513994182e-01,9.970923383393429651e-01,7.448890663899330189e-01
1.550999999999999934e+00,5.175412044959014635e-01,6.931978894175201411e-01,1.756566849216186776e-01,9.975414750507423101e-01,7.401871098352309497e-01
1.552000000000000046e+00,5.159922488605258595e-01,5.357767252119861601e-01,1.978447635146030059e-02,9.979560747631258666e-01,9.898123670885669023e-01
1.552999999999999936e+00,5.144308337283262089e-01,5.380818983137896083e-01,2.365106458546339940e-02,9.983353949123704441e-01,9.884650654442876938e-01
1.554000000000000048e+00,5.128572811191640657e-01,5.403357043520519154e-01,2.747842323288784971e-02,9.986783964731948959e-01,9.870684048554314582e-01
1.554999999999999716e+00,5.112710915447923332e-01,5.425387288738847680e-01,3.126763732909243476e-02,9.989842161337016968e-01,9.856276817043279070e-01
1.556000000000000050e+00,5.096720129009691957e-01,5.446919239622030062e-01,3.501991106123381048e-02,9.992518972651084352e-01,9.841477069164566993e-01
1.556999999999999940e+00,5.080600431314822307e-01,5.467957571545771778e-01,3.873571402309494704e-02,9.994804206541733071e-01,9.826333775968483231e-01
1.558000000000000052e+00,5.064347588659383614e-01,5.488501319807967960e-01,4.241537311485843453e-02,9.996688058805538457e-01,9.810898209618929000e-01
1.558999999999999719e+00,5.047964356454770485e-01,5.508563095859383418e-01,4.605987394046129335e-02,9.998159705757631022e-01,9.795209513178630978e-01
1.560000000000000053e+00,5.031442132696328784e-01,5.528135186735038120e-01,4.966930540387093362e-02,9.999209145107016417e-01,9.779320714091120914e-01
1.560999999999999943e+00,5.014777398240193307e-01,5.547232274962251575e-01,5.324548767220582679e-02,9.999825304326942499e-01,9.763265203823647820e-01
1.562000000000000055e+00,4.997972883409204647e-01,5.565871356832851058e-01,5.678984734236464105e-02,9.999996712639203089e-01,9.747071301920221531e-01
1.562999999999999945e+00,4.981025152508903875e-01,5.584023516531254616e-01,6.029983640223507413e-02,9.999711968278323093e-01,9.730805931566338662e-01
1.564000000000000057e+00,4.963933783521346510e-01,5.601730636657699103e-01,6.377968531363525928e-02,9.998959436564560654e-01,9.714471555541360770e-01
1.564999999999999947e+00,4.946693160180785087e-01,5.618969742355274244e-01,6.722765821744891568e-02,9.997726963027008251e-01,9.698127347236713547e-01
