lambda_um,eta,V
1.530000000000000027e+00,4.388777105903420850e-01,9.705525803939902829e-01
1.530999999999999917e+00,4.415700658751113283e-01,9.730555026067903013e-01
1.532000000000000028e+00,4.441807375939276215e-01,9.753805161276264402e-01
1.532999999999999918e+00,4.467064166315019569e-01,9.775335887209516406e-01
1.534000000000000030e+00,4.491510011736002395e-01,9.795267784866814598e-01
1.534999999999999920e+00,4.515097853253515758e-01,9.813648599343149925e-01
1.536000000000000032e+00,4.537830067608736861e-01,9.830566807166175591e-01
1.536999999999999700e+00,4.559719836813195815e-01,9.846115898851437453e-01
1.538000000000000034e+00,4.580757734909596257e-01,9.860370413146796187e-01
1.538999999999999924e+00,6.638984946472782367e-01,8.059491947300805315e-01
1.540000000000000036e+00,6.667836128718032107e-01,7.997473430429029584e-01
1.540999999999999925e+00,6.695856882793473908e-01,7.936620942562517822e-01
1.542000000000000259e+00,6.723062015545352432e-01,7.876971796709516527e-01
1.542999999999999927e+00,6.749429603617760343e-01,7.818639362447044050e-01
1.544000000000000039e+00,6.774999121907034905e-01,7.761596958041594441e-01
1.544999999999999929e+00,6.799750166990395916e-01,7.705946303198525360e-01
1.546000000000000041e+00,6.823725237294078205e-01,7.651643843535461675e-01
1.546999999999999931e+00,6.846903329849690634e-01,7.598785204688535133e-01
1.548000000000000043e+00,6.869299758013400758e-01,7.547380463095770819e-01
1.548999999999999932e+00,6.890947454521262339e-01,7.497394993929126228e-01
1.550000000000000044e+00,6.911835976161165851e-01,7.448890663899330189e-01
1.550999999999999934e+00,6.931978894175201411e-01,7.401871098352309497e-01
1.552000000000000046e+00,5.357767252119861601e-01,9.898123670885669023e-01
1.552999999999999936e+00,5.380818983137896083e-01,9.884650654442876938e-01
1.554000000000000048e+00,5.403357043520519154e-01,9.870684048554314582e-01
1.554999999999999716e+00,5.425387288738847680e-01,9.856276817043279070e-01
1.556000000000000050e+00,5.446919239622030062e-01,9.841477069164566993e-01
1.556999999999999940e+00,5.467957571545771778e-01,9.826333775968483231e-01
1.558000000000000052e+00,5.488501319807967960e-01,9.810898209618929000e-01
1.558999999999999719e+00,5.508563095859383418e-01,9.795209513178630978e-01
1.560000000000000053e+00,5.528135186735038120e-01,9.779320714091120914e-01
1.560999999999999943e+00,5.547232274962251575e-01,9.763265203823647820e-01
1.562000000000000055e+00,5.565871356832851058e-01,9.747071301920221531e-01
1.562999999999999945e+00,5.584023516531254616e-01,9.730805931566338662e-01
1.564000000000000057e+00,5.601730636657699103e-01,9.714471555541360770e-01
1.564999999999999947e+00,5.618969742355274244e-01,9.698127347236713547e-01
