lambda_um,eta,V
1.530000000000000027e+00,5.475453192531981594e-01,9.820775993969014239e-01
1.530999999999999917e+00,5.462189403251631603e-01,9.830552651643332807e-01
1.532000000000000028e+00,5.448824869916520930e-01,9.840133156065847819e-01
1.532999999999999918e+00,5.435359274183724221e-01,9.849510777138474893e-01
1.534000000000000030e+00,5.421799650161789330e-01,9.858673805780878707e-01
1.534999999999999920e+00,5.408135528290101135e-01,9.867622342700483884e-01
1.536000000000000032e+00,5.394372226320703900e-01,9.876345713029497375e-01
1.536999999999999700e+00,5.380512102540856434e-01,9.884835416570614264e-01
1.538000000000000034e+00,5.366547749681879198e-01,9.893088769730207233e-01
1.538999999999999924e+00,5.352484894737081778e-01,9.901095059337599036e-01
1.540000000000000036e+00,5.338317992407028978e-01,9.908850066254897282e-01
1.540999999999999925e+00,5.324048043832517729e-01,9.916345664314516473e-01
1.542000000000000259e+00,5.309673341460995344e-01,9.923575095800427626e-01
1.542999999999999927e+00,5.295196355459802495e-01,9.930529438436350720e-01
1.544000000000000039e+00,5.280610823151929978e-01,9.937203841638382329e-01
1.544999999999999929e+00,5.265919082077682445e-01,9.943589192432701340e-01
1.546000000000000041e+00,5.251117020295666959e-01,9.949679122588102054e-01
1.546999999999999931e+00,5.236199609664113908e-01,9.955467175422256787e-01
1.548000000000000043e+00,5.221177452091637639e-01,9.960940857842999208e-01
1.548999999999999932e+00,5.206039393389074732e-01,9.966095787077496881e-01
1.550000000000000044e+00,5.190784402647171669e-01,9.970923383393429651e-01
1.550999999999999934e+00,5.175412044959014635e-01,9.975414750507423101e-01
1.552000000000000046e+00,5.159922488605258595e-01,9.979560747631258666e-01
1.552999999999999936e+00,5.144308337283262089e-01,9.983353949123704441e-01
1.554000000000000048e+00,5.128572811191640657e-01,9.986783964731948959e-01
1.554999999999999716e+00,5.112710915447923332e-01,9.989842161337016968e-01
1.556000000000000050e+00,5.096720129009691957e-01,9.992518972651084352e-01
1.556999999999999940e+00,5.080600431314822307e-01,9.994804206541733071e-01
1.558000000000000052e+00,5.064347588659383614e-01,9.996688058805538457e-01
1.558999999999999719e+00,5.047964356454770485e-01,9.998159705757631022e-01
1.560000000000000053e+00,5.031442132696328784e-01,9.999209145107016417e-01
1.560999999999999943e+00,5.014777398240193307e-01,9.999825304326942499e-01
1.562000000000000055e+00,4.997972883409204647e-01,9.999996712639203089e-01
1.562999999999999945e+00,4.981025152508903875e-01,9.999711968278323093e-01
1.564000000000000057e+00,4.963933783521346510e-01,9.998959436564560654e-01
1.564999999999999947e+00,4.946693160180785087e-01,9.997726963027008251e-01
