lambda_um,eta_TE,eta_TM,delta_eta,V_TE,V_TM
1.530000000000000027e+00,4.307751373231934466e-01,5.364234442240036760e-01,1.056483069008102293e-01,9.623843756658931881e-01,9.894426858602088926e-01
1.530999999999999917e+00,4.276777053150497276e-01,5.355604311442508925e-01,1.078827258292011648e-01,9.590134093278935845e-01,9.899345586789947138e-01
1.532000000000000028e+00,4.245706963085529861e-01,5.347794476897027582e-01,1.102087513811497721e-01,9.554961930118960334e-01,9.903697156992572470e-01
1.532999999999999918e+00,4.214552178047789588e-01,5.341043875530672169e-01,1.126491697482882581e-01,9.518343281253736077e-01,9.907382158642543679e-01
1.534000000000000030e+00,4.183317294268126263e-01,5.335505827349168451e-01,1.152188533081042188e-01,9.480288771784964874e-01,9.910352316500028458e-01
1.534999999999999920e+00,4.152017080210270161e-01,5.331249870818766112e-01,1.179232790608495951e-01,9.440823566669251932e-01,9.912602411644494405e-01
1.536000000000000032e+00,4.120672846688550606e-01,5.328258690785599994e-01,1.207585844097049388e-01,9.399984669919263514e-01,9.914166938969043441e-01
1.536999999999999700e+00,4.089296332592092242e-01,5.326427876979079601e-01,1.237131544386987358e-01,9.357800200959547343e-01,9.915117658958140234e-01
1.538000000000000034e+00,4.057892946371855492e-01,5.325551490022322199e-01,1.267658543650466707e-01,9.314291879920635342e-01,9.915570906429735931e-01
1.538999999999999924e+00,4.026495999275490068e-01,5.325356958959953646e-01,1.298860959684463579e-01,9.269523177200135189e-01,9.915671351025324709e-01
1.540000000000000036e+00,3.995098176986082161e-01,5.325502021329714397e-01,1.330403844343632236e-01,9.223502987749394588e-01,9.915596454799442405e-01
1.540999999999999925e+00,3.963724390200741299e-01,5.325597312174903397e-01,1.361872921974162098e-01,9.176288554573905909e-01,9.915547237929815960e-01
1.542000000000000259e+00,3.932398765485394798e-01,5.325215271863743549e-01,1.392816506378348751e-01,9.127940076391588553e-01,9.915744472899409301e-01
1.542999999999999927e+00,3.901127645091330143e-01,5.323923568393951200e-01,1.422795923302621057e-01,9.078493171777529680e-01,9.916409651107843670e-01
1.544000000000000039e+00,3.869914737528589166e-01,5.321303070755468712e-01,1.451388333226879546e-01,9.027980214544084614e-01,9.917751110126479253e-01
1.544999999999999929e+00,3.838796618961832219e-01,5.316991943416007338e-01,1.478195324454175119e-01,8.976489171704450376e-01,9.919934697177755778e-01
1.546000000000000041e+00,3.807782252961355307e-01,5.310692071087010913e-01,1.502909818125655605e-01,8.924066050635897085e-01,9.923073377301928621e-01
1.546999999999999931e+00,3.776877247062155885e-01,5.302199043734496797e-01,1.525321796672340913e-01,8.870752101320735772e-01,9.927206502869019289e-01
1.548000000000000043e+00,3.746115746503065336e-01,5.291430834530337357e-01,1.545315088027272021e-01,8.816639797007955748e-01,9.932284503264668940e-01
1.548999999999999932e+00,3.715495229626086804e-01,5.278440124838766900e-01,1.562944895212680096e-01,8.761759515483742433e-01,9.938168626247236848e-01
1.550000000000000044e+00,3.685047034298084001e-01,5.263422174870217018e-01,1.578375140572133017e-01,8.706203188448875530e-01,9.944640664352064618e-01
1.550999999999999934e+00,3.654777729093779404e-01,5.246687441920334649e-01,1.591909712826555245e-01,8.650019837304345760e-01,9.951434462436139494e-01
1.552000000000000046e+00,3.624699364704485061e-01,5.228669597535975377e-01,1.603970232831490317e-01,8.593269081284375943e-01,9.958255484599324303e-01
1.552999999999999936e+00,3.594841757759416057e-01,5.209881634901114555e-01,1.615039877141698499e-01,8.536045595157192301e-01,9.964821743975184054e-01
1.554000000000000048e+00,3.565206517086436100e-01,5.190875218979870143e-01,1.625668701893434043e-01,8.478391433203609218e-01,9.970895735257155890e-01
1.554999999999999716e+00,3.535821122272991279e-01,5.172219996438384149e-01,1.636398874165392869e-01,8.420399337392394656e-01,9.976300335284992160e-01
1.556000000000000050e+00,3.506682635162485795e-01,5.154432486387142687e-01,1.647749851224656892e-01,8.362102814462355482e-01,9.980938669764749527e-01
1.556999999999999940e+00,3.477818275241498780e-01,5.137961189736318657e-01,1.660142914494819877e-01,8.303595528347932353e-01,9.984784951798146846e-01
1.558000000000000052e+00,3.449246012171799380e-01,5.123163234605390137e-01,1.673917222433590757e-01,8.244953729089299355e-01,9.987872012979100989e-01
1.558999999999999719e+00,3.420982387163984950e-01,5.110271329462662271e-01,1.689288942298677321e-01,8.186251248107295764e-01,9.990276916335756319e-01
1.560000000000000053e+00,3.393027982586650504e-01,5.099402441626186278e-01,1.706374459039535774e-01,8.127528498423614023e-01,9.992098446640088616e-01
1.560999999999999943e+00,3.365404335694340276e-01,5.090550168713117163e-01,1.725145833018776886e-01,8.068869360274093516e-01,9.993442684181473856e-01
1.562000000000000055e+00,3.338134505359083293e-01,5.083603971446332137e-01,1.745469466087248844e-01,8.010361555478541229e-01,9.994409863684768913e-01
1.562999999999999945e+00,3.311221225402545820e-01,5.078361894125599241e-01,1.767140668723053420e-01,7.952049089821567884e-01,9.995088737160600090e-01
1.564000000000000057e+00,3.284678236181482469e-01,5.074551363475801047e-01,1.789873127294318578e-01,7.893998900812196906e-01,9.995554663633550163e-01
1.564999999999999947e+00,3.258525610900515623e-01,5.071845314838637764e-01,1.813319703938122140e-01,7.836291564787146724e-01,9.995871453009564922e-01
