lambda_um,eta,V
1.530000000000000027e+00,4.307751373231934466e-01,9.623843756658931881e-01
1.530999999999999917e+00,4.276777053150497276e-01,9.590134093278935845e-01
1.532000000000000028e+00,4.245706963085529861e-01,9.554961930118960334e-01
1.532999999999999918e+00,4.214552178047789588e-01,9.518343281253736077e-01
1.534000000000000030e+00,4.183317294268126263e-01,9.480288771784964874e-01
1.534999999999999920e+00,4.152017080210270161e-01,9.440823566669251932e-01
1.536000000000000032e+00,4.120672846688550606e-01,9.399984669919263514e-01
1.536999999999999700e+00,4.089296332592092242e-01,9.357800200959547343e-01
1.538000000000000034e+00,4.057892946371855492e-01,9.314291879920635342e-01
1.538999999999999924e+00,4.026495999275490068e-01,9.269523177200135189e-01
1.540000000000000036e+00,3.995098176986082161e-01,9.223502987749394588e-01
1.540999999999999925e+00,3.963724390200741299e-01,9.176288554573905909e-01
1.542000000000000259e+00,3.932398765485394798e-01,9.127940076391588553e-01
1.542999999999999927e+00,3.901127645091330143e-01,9.078493171777529680e-01
1.544000000000000039e+00,3.869914737528589166e-01,9.027980214544084614e-01
1.544999999999999929e+00,3.838796618961832219e-01,8.976489171704450376e-01
1.546000000000000041e+00,3.807782252961355307e-01,8.924066050635897085e-01
1.546999999999999931e+00,3.776877247062155885e-01,8.870752101320735772e-01
1.548000000000000043e+00,3.746115746503065336e-01,8.816639797007955748e-01
1.548999999999999932e+00,3.715495229626086804e-01,8.761759515483742433e-01
1.550000000000000044e+00,3.685047034298084001e-01,8.706203188448875530e-01
1.550999999999999934e+00,3.654777729093779404e-01,8.650019837304345760e-01
1.552000000000000046e+00,3.624699364704485061e-01,8.593269081284375943e-01
1.552999999999999936e+00,3.594841757759416057e-01,8.536045595157192301e-01
1.554000000000000048e+00,3.565206517086436100e-01,8.478391433203609218e-01
1.554999999999999716e+00,3.535821122272991279e-01,8.420399337392394656e-01
1.556000000000000050e+00,3.506682635162485795e-01,8.362102814462355482e-01
1.556999999999999940e+00,3.477818275241498780e-01,8.303595528347932353e-01
1.558000000000000052e+00,3.449246012171799380e-01,8.244953729089299355e-01
1.558999999999999719e+00,3.420982387163984950e-01,8.186251248107295764e-01
1.560000000000000053e+00,3.393027982586650504e-01,8.127528498423614023e-01
1.560999999999999943e+00,3.365404335694340276e-01,8.068869360274093516e-01
1.562000000000000055e+00,3.338134505359083293e-01,8.010361555478541229e-01
1.562999999999999945e+00,3.311221225402545820e-01,7.952049089821567884e-01
1.564000000000000057e+00,3.284678236181482469e-01,7.893998900812196906e-01
1.564999999999999947e+00,3.258525610900515623e-01,7.836291564787146724e-01
