lambda_um,eta,V
1.530000000000000027e+00,5.364234442240036760e-01,9.894426858602088926e-01
1.530999999999999917e+00,5.355604311442508925e-01,9.899345586789947138e-01
1.532000000000000028e+00,5.347794476897027582e-01,9.903697156992572470e-01
1.532999999999999918e+00,5.341043875530672169e-01,9.907382158642543679e-01
1.534000000000000030e+00,5.335505827349168451e-01,9.910352316500028458e-01
1.534999999999999920e+00,5.331249870818766112e-01,9.912602411644494405e-01
1.536000000000000032e+00,5.328258690785599994e-01,9.914166938969043441e-01
1.536999999999999700e+00,5.326427876979079601e-01,9.915117658958140234e-01
1.538000000000000034e+00,5.325551490022322199e-01,9.915570906429735931e-01
1.538999999999999924e+00,5.325356958959953646e-01,9.915671351025324709e-01
1.540000000000000036e+00,5.325502021329714397e-01,9.915596454799442405e-01
1.540999999999999925e+00,5.325597312174903397e-01,9.915547237929815960e-01
1.542000000000000259e+00,5.325215271863743549e-01,9.915744472899409301e-01
1.542999999999999927e+00,5.323923568393951200e-01,9.916409651107843670e-01
1.544000000000000039e+00,5.321303070755468712e-01,9.917751110126479253e-01
1.544999999999999929e+00,5.316991943416007338e-01,9.919934697177755778e-01
1.546000000000000041e+00,5.310692071087010913e-01,9.923073377301928621e-01
1.546999999999999931e+00,5.302199043734496797e-01,9.927206502869019289e-01
1.548000000000000043e+00,5.291430834530337357e-01,9.932284503264668940e-01
1.548999999999999932e+00,5.278440124838766900e-01,9.938168626247236848e-01
1.550000000000000044e+00,5.263422174870217018e-01,9.944640664352064618e-01
1.550999999999999934e+00,5.246687441920334649e-01,9.951434462436139494e-01
1.552000000000000046e+00,5.228669597535975377e-01,9.958255484599324303e-01
1.552999999999999936e+00,5.209881634901114555e-01,9.964821743975184054e-01
1.554000000000000048e+00,5.190875218979870143e-01,9.970895735257155890e-01
1.554999999999999716e+00,5.172219996438384149e-01,9.976300335284992160e-01
1.556000000000000050e+00,5.154432486387142687e-01,9.980938669764749527e-01
1.556999999999999940e+00,5.137961189736318657e-01,9.984784951798146846e-01
1.558000000000000052e+00,5.123163234605390137e-01,9.987872012979100989e-01
1.558999999999999719e+00,5.110271329462662271e-01,9.990276916335756319e-01
1.560000000000000053e+00,5.099402441626186278e-01,9.992098446640088616e-01
1.560999999999999943e+00,5.090550168713117163e-01,9.993442684181473856e-01
1.562000000000000055e+00,5.083603971446332137e-01,9.994409863684768913e-01
1.562999999999999945e+00,5.078361894125599241e-01,9.995088737160600090e-01
1.564000000000000057e+00,5.074551363475801047e-01,9.995554663633550163e-01
1.564999999999999947e+00,5.071845314838637764e-01,9.995871453009564922e-01
