lambda_um,eta,V
1.530000000000000027e+00,4.783947356299226850e-01,9.962726599142657236e-01
1.530999999999999917e+00,4.784629390950813632e-01,9.962961121798941111e-01
1.532000000000000028e+00,4.785096670752725934e-01,9.963121374535566233e-01
1.532999999999999918e+00,4.785339736973585612e-01,9.963204597038846089e-01
1.534000000000000030e+00,4.785358912500122242e-01,9.963211158494631459e-01
1.534999999999999920e+00,4.785149626536230882e-01,9.963139513826648752e-01
1.536000000000000032e+00,4.784707178645321024e-01,9.962987822913729197e-01
1.536999999999999700e+00,4.784029096137933368e-01,9.962754744808095531e-01
1.538000000000000034e+00,4.783111162649849590e-01,9.962438063479628347e-01
1.538999999999999924e+00,4.781949022221766432e-01,9.962035220156482129e-01
1.540000000000000036e+00,4.780540953757624889e-01,9.961544266239785728e-01
1.540999999999999925e+00,4.778881783332772359e-01,9.960961735735476275e-01
1.542000000000000259e+00,4.776969818902037646e-01,9.960285051427828495e-01
1.542999999999999927e+00,4.774799797536570800e-01,9.959510033207453761e-01
1.544000000000000039e+00,4.772366120278753177e-01,9.958631996379325724e-01
1.544999999999999929e+00,4.769671507226359020e-01,9.957648899426274625e-01
1.546000000000000041e+00,4.766705558852591951e-01,9.956553548162159206e-01
1.546999999999999931e+00,4.763470603977820739e-01,9.955343011326638347e-01
1.548000000000000043e+00,4.759959555595051905e-01,9.954010463647039453e-01
1.548999999999999932e+00,4.756169643225779953e-01,9.952550247359026603e-01
1.550000000000000044e+00,4.752098115481845353e-01,9.950956284458943868e-01
1.550999999999999934e+00,4.747741245220089001e-01,9.949221666621809179e-01
1.552000000000000046e+00,4.743097001410768176e-01,9.947339700853425892e-01
1.552999999999999936e+00,4.738158276726255336e-01,9.945301138101895200e-01
1.554000000000000048e+00,4.732929302007888861e-01,9.943100930863970621e-01
1.554999999999999716e+00,4.727398378373340315e-01,9.940726872052791929e-01
1.556000000000000050e+00,4.721567627269921408e-01,9.938172058475969184e-01
1.556999999999999940e+00,4.715435073685544931e-01,9.935427398500961127e-01
1.558000000000000052e+00,4.708991848913090528e-01,9.932480123639355618e-01
1.558999999999999719e+00,4.702241724457825178e-01,9.929322657577663858e-01
1.560000000000000053e+00,4.695180107795604574e-01,9.925943106995503973e-01
1.560999999999999943e+00,4.687799561183333963e-01,9.922327535454195102e-01
1.562000000000000055e+00,4.680104045534670965e-01,9.918467004669065945e-01
1.562999999999999945e+00,4.672084939591799602e-01,9.914345780584969958e-01
1.564000000000000057e+00,4.663746580371361805e-01,9.909954156468852027e-01
1.564999999999999947e+00,4.655081744710007907e-01,9.905275885556162896e-01
