lambda_um,eta,V,delta_phi
1.530000000000000027e+00,4.802292271535646973e-01,9.968778139719338682e-01,-1.912186712759036622e+00
1.530999999999999917e+00,4.807665965624311477e-01,9.970449820636103633e-01,-1.912186712759036622e+00
1.532000000000000028e+00,4.813075051635556378e-01,9.972086264225725749e-01,-1.912186712759036622e+00
1.532999999999999918e+00,4.818515554526304201e-01,9.973685385402447645e-01,-1.912186712759036622e+00
1.534000000000000030e+00,4.823989866509572622e-01,9.975247019791388947e-01,-1.912186712759036622e+00
1.534999999999999920e+00,4.829491073498932141e-01,9.976768381573681843e-01,-1.912186712759036622e+00
1.536000000000000032e+00,4.835023842640974734e-01,9.978249972937174306e-01,-1.912186712759036622e+00
1.536999999999999700e+00,4.840581212650283960e-01,9.979689167655841908e-01,-1.912186712759036622e+00
1.538000000000000034e+00,4.846164439804923618e-01,9.981085600992852802e-01,-1.912186712759036622e+00
1.538999999999999924e+00,4.851769768788165016e-01,9.982437674162355501e-01,-1.912186712759036622e+00
1.540000000000000036e+00,4.857397153867973882e-01,9.983744764999925581e-01,-1.912186712759036622e+00
1.540999999999999925e+00,4.863045309107615899e-01,9.985005979580210411e-01,-1.912186712759036622e+00
1.542000000000000259e+00,4.868712861154486093e-01,9.986220450084325462e-01,-1.912186712759036622e+00
1.542999999999999927e+00,4.874396465192248340e-01,9.987386961092210580e-01,-1.912186712759036622e+00
1.544000000000000039e+00,4.880096328175523301e-01,9.988505098024292872e-01,-1.912186712759036622e+00
1.544999999999999929e+00,4.885809132293042478e-01,9.989573794708653809e-01,-1.912186712759036622e+00
1.546000000000000041e+00,4.891535994233522366e-01,9.990592874345289864e-01,-1.912186712759036622e+00
1.546999999999999931e+00,4.897273051883087591e-01,9.991561301389149108e-01,-1.912186712759036622e+00
1.548000000000000043e+00,4.903020858603147070e-01,9.992478866343744714e-01,-1.912186712759036622e+00
1.548999999999999932e+00,4.908774142865663381e-01,9.993344489920080731e-01,-1.912186712759036622e+00
1.550000000000000044e+00,4.914536867944024334e-01,9.994158549073252074e-01,-1.912186712759036622e+00
1.550999999999999934e+00,4.920304861808141861e-01,9.994920238485495156e-01,-1.912186712759036622e+00
1.552000000000000046e+00,4.926075399988013581e-01,9.995629078267106449e-01,-1.912186712759036622e+00
1.552999999999999936e+00,4.931849866498954071e-01,9.996285137581358837e-01,-1.912186712759036622e+00
1.554000000000000048e+00,4.937625499901424631e-01,9.996888021685768067e-01,-1.912186712759036622e+00
1.554999999999999716e+00,4.943399971298066409e-01,9.997437477768832403e-01,-1.912186712759036622e+00
1.556000000000000050e+00,4.949170782455255546e-01,9.997933326094152751e-01,-1.912186712759036622e+00
1.556999999999999940e+00,4.954945615781112811e-01,9.998376213814907931e-01,-1.912186712759036622e+00
1.558000000000000052e+00,4.960714111699774942e-01,9.998765371404465530e-01,-1.912186712759036622e+00
1.558999999999999719e+00,4.966478206372153537e-01,9.999101071886982162e-01,-1.912186712759036622e+00
1.560000000000000053e+00,4.972236702024416810e-01,9.999383378440108716e-01,-1.912186712759036622e+00
1.560999999999999943e+00,4.977986811599547923e-01,9.999612343143194915e-01,-1.912186712759036622e+00
1.562000000000000055e+00,4.983730745427036868e-01,9.999788251326410249e-01,-1.912186712759036622e+00
1.562999999999999945e+00,4.989466341157278162e-01,9.999911234019079886e-01,-1.912186712759036622e+00
1.564000000000000057e+00,4.995190402145793795e-01,9.999981494231907631e-01,-1.912186712759036622e+00
1.564999999999999947e+00,5.000904912476246134e-01,9.999999344906749243e-01,-1.912186712759036622e+00
