lambda_um,eta_TE,eta_TM,delta_eta,V_TE,V_TM,delta_phi_TE,delta_phi_TM,delta_delta_phi
1.530000000000000027e+00,4.841084183389289253e-01,4.802292271535646973e-01,3.879191185364228023e-03,9.979816998836363862e-01,9.968778139719338682e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.530999999999999917e+00,4.843577021402084570e-01,4.807665965624311477e-01,3.591105577777309321e-03,9.980444620769955977e-01,9.970449820636103633e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.532000000000000028e+00,4.846064924721353306e-01,4.813075051635556378e-01,3.298987308579692801e-03,9.981061145089010767e-01,9.972086264225725749e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.532999999999999918e+00,4.848545279176356138e-01,4.818515554526304201e-01,3.002972465005193659e-03,9.981665996237802929e-01,9.973685385402447645e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.534000000000000030e+00,4.851017407800823911e-01,4.823989866509572622e-01,2.702754129125128912e-03,9.982259100724444334e-01,9.975247019791388947e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.534999999999999920e+00,4.853477566668116805e-01,4.829491073498932141e-01,2.398649316918466390e-03,9.982839677701609293e-01,9.976768381573681843e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.536000000000000032e+00,4.855928674720486615e-01,4.835023842640974734e-01,2.090483207951188138e-03,9.983408537844170594e-01,9.978249972937174306e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.536999999999999700e+00,4.858364937381862703e-01,4.840581212650283960e-01,1.778372473157874278e-03,9.983964474450339743e-01,9.979689167655841908e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.538000000000000034e+00,4.860786311837863582e-01,4.846164439804923618e-01,1.462187203293996429e-03,9.984507649172461585e-01,9.981085600992852802e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.538999999999999924e+00,4.863190902889928946e-01,4.851769768788165016e-01,1.142113410176393007e-03,9.985037818482241923e-01,9.982437674162355501e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.540000000000000036e+00,4.865576851669483061e-01,4.857397153867973882e-01,8.179697801509178134e-04,9.985554774522247268e-01,9.983744764999925581e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.540999999999999925e+00,4.867943223320879698e-01,4.863045309107615899e-01,4.897914213263798722e-04,9.986058531193165999e-01,9.985005979580210411e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.542000000000000259e+00,4.870288644611545648e-01,4.868712861154486093e-01,1.575783457059554138e-04,9.986549023952727699e-01,9.986220450084325462e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.542999999999999927e+00,4.872609869389150639e-01,4.874396465192248340e-01,1.786595803097701385e-04,9.987025825621776987e-01,9.987386961092210580e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.544000000000000039e+00,4.874905722158890953e-01,4.880096328175523301e-01,5.190606016632348663e-04,9.987488968515385590e-01,9.988505098024292872e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.544999999999999929e+00,4.877174889895968257e-01,4.885809132293042478e-01,8.634242397074221032e-04,9.987938472274336954e-01,9.989573794708653809e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.546000000000000041e+00,4.879416948306973811e-01,4.891535994233522366e-01,1.211904592654855506e-03,9.988374543607606570e-01,9.990592874345289864e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.546999999999999931e+00,4.881626238624133807e-01,4.897273051883087591e-01,1.564681325895378450e-03,9.988796401642668910e-01,9.991561301389149108e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.548000000000000043e+00,4.883804205972684942e-01,4.903020858603147070e-01,1.921665263046212768e-03,9.989204660075398090e-01,9.992478866343744714e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.548999999999999932e+00,4.885947233330263928e-01,4.908774142865663381e-01,2.282690953539945333e-03,9.989598985002078324e-01,9.993344489920080731e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.550000000000000044e+00,4.888056668295296947e-01,4.914536867944024334e-01,2.648019964872738718e-03,9.989979974950888852e-01,9.994158549073252074e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.550999999999999934e+00,4.890127935447724505e-01,4.920304861808141861e-01,3.017692636041735543e-03,9.990347164655971612e-01,9.994920238485495156e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.552000000000000046e+00,4.892159168104139311e-01,4.926075399988013581e-01,3.391623188387427046e-03,9.990700609925026177e-01,9.995629078267106449e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
1.552999999999999936e+00,4.894150979273713675e-01,4.931849866498954071e-01,3.769888722524039615e-03,9.991040803008195414e-01,9.996285137581358837e-01,-2.405664475600138186e+00,-1.912186712759036622e+00,4.934777628411015638e-01
