lambda_um,eta,V,delta_phi
1.530000000000000027e+00,4.841084183389289253e-01,9.979816998836363862e-01,-2.405664475600138186e+00
1.530999999999999917e+00,4.843577021402084570e-01,9.980444620769955977e-01,-2.405664475600138186e+00
1.532000000000000028e+00,4.846064924721353306e-01,9.981061145089010767e-01,-2.405664475600138186e+00
1.532999999999999918e+00,4.848545279176356138e-01,9.981665996237802929e-01,-2.405664475600138186e+00
1.534000000000000030e+00,4.851017407800823911e-01,9.982259100724444334e-01,-2.405664475600138186e+00
1.534999999999999920e+00,4.853477566668116805e-01,9.982839677701609293e-01,-2.405664475600138186e+00
1.536000000000000032e+00,4.855928674720486615e-01,9.983408537844170594e-01,-2.405664475600138186e+00
1.536999999999999700e+00,4.858364937381862703e-01,9.983964474450339743e-01,-2.405664475600138186e+00
1.538000000000000034e+00,4.860786311837863582e-01,9.984507649172461585e-01,-2.405664475600138186e+00
1.538999999999999924e+00,4.863190902889928946e-01,9.985037818482241923e-01,-2.405664475600138186e+00
1.540000000000000036e+00,4.865576851669483061e-01,9.985554774522247268e-01,-2.405664475600138186e+00
1.540999999999999925e+00,4.867943223320879698e-01,9.986058531193165999e-01,-2.405664475600138186e+00
1.542000000000000259e+00,4.870288644611545648e-01,9.986549023952727699e-01,-2.405664475600138186e+00
1.542999999999999927e+00,4.872609869389150639e-01,9.987025825621776987e-01,-2.405664475600138186e+00
1.544000000000000039e+00,4.874905722158890953e-01,9.987488968515385590e-01,-2.405664475600138186e+00
1.544999999999999929e+00,4.877174889895968257e-01,9.987938472274336954e-01,-2.405664475600138186e+00
1.546000000000000041e+00,4.879416948306973811e-01,9.988374543607606570e-01,-2.405664475600138186e+00
1.546999999999999931e+00,4.881626238624133807e-01,9.988796401642668910e-01,-2.405664475600138186e+00
1.548000000000000043e+00,4.883804205972684942e-01,9.989204660075398090e-01,-2.405664475600138186e+00
1.548999999999999932e+00,4.885947233330263928e-01,9.989598985002078324e-01,-2.405664475600138186e+00
1.550000000000000044e+00,4.888056668295296947e-01,9.989979974950888852e-01,-2.405664475600138186e+00
1.550999999999999934e+00,4.890127935447724505e-01,9.990347164655971612e-01,-2.405664475600138186e+00
1.552000000000000046e+00,4.892159168104139311e-01,9.990700609925026177e-01,-2.405664475600138186e+00
1.552999999999999936e+00,4.894150979273713675e-01,9.991040803008195414e-01,-2.405664475600138186e+00
1.554000000000000048e+00,4.896100758910344464e-01,9.991367685612205785e-01,-2.405664475600138186e+00
1.554999999999999716e+00,4.898005547952802297e-01,9.991681166990225016e-01,-2.405664475600138186e+00
1.556000000000000050e+00,4.899861586727300988e-01,9.991981055013348101e-01,-2.405664475600138186e+00
1.556999999999999940e+00,4.901677315292018444e-01,9.992269109226631363e-01,-2.405664475600138186e+00
1.558000000000000052e+00,4.903444836844588761e-01,9.992544460664192219e-01,-2.405664475600138186e+00
1.558999999999999719e+00,4.905161317939905619e-01,9.992807087338413385e-01,-2.405664475600138186e+00
1.560000000000000053e+00,4.906827514859849471e-01,9.993057521147702404e-01,-2.405664475600138186e+00
1.560999999999999943e+00,4.908444691134694060e-01,9.993296348035736187e-01,-2.405664475600138186e+00
1.562000000000000055e+00,4.910006440623816415e-01,9.993523025655989267e-01,-2.405664475600138186e+00
1.562999999999999945e+00,4.911517154131347374e-01,9.993738589666447680e-01,-2.405664475600138186e+00
1.564000000000000057e+00,4.912974543692376073e-01,9.993943090826676867e-01,-2.405664475600138186e+00
1.564999999999999947e+00,4.914378288006956419e-01,9.994136857274467101e-01,-2.405664475600138186e+00
