lambda_um,eta_TE,eta_TM,delta_eta,V_TE,V_TM,delta_phi_TE,delta_phi_TM,delta_delta_phi
1.530000000000000027e+00,4.966284253449459452e-01,4.894698253804427579e-01,7.158599964503187252e-03,9.999090640096284233e-01,9.991133166578841651e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.530999999999999917e+00,4.969010755074663721e-01,4.900709864644117730e-01,6.830089043054599074e-03,9.999231762869713602e-01,9.992116284091109302e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.532000000000000028e+00,4.971694297516843775e-01,4.906730708947775743e-01,6.496358856906803148e-03,9.999359050307032870e-01,9.993043092247619885e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.532999999999999918e+00,4.974333274809528693e-01,4.912757226496590190e-01,6.157604831293850278e-03,9.999472989261780631e-01,9.993912812034069226e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.534000000000000030e+00,4.976928897909527194e-01,4.918792665878402581e-01,5.813623203112461280e-03,9.999574188464630531e-01,9.994725686393994835e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.534999999999999920e+00,4.979477604644461097e-01,4.924831547815480270e-01,5.464605682898082684e-03,9.999663070707259793e-01,9.995480784433208310e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.536000000000000032e+00,4.981978047386030894e-01,4.930874832511997763e-01,5.110321487403313157e-03,9.999740170754789492e-01,9.996178099461583422e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.536999999999999700e+00,4.984427643516917694e-01,4.936919703440162399e-01,4.750794007675529507e-03,9.999806003252605935e-01,9.996817207537748162e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.538000000000000034e+00,4.986823527349261154e-01,4.942966062957920848e-01,4.385746439134030616e-03,9.999861105419379781e-01,9.997398042573552024e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.538999999999999924e+00,4.989163955420490293e-01,4.949010534862262056e-01,4.015342055822823664e-03,9.999906064551493667e-01,9.997920275841093440e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.540000000000000036e+00,4.991447585915354535e-01,4.955053241235934935e-01,3.639434467941959905e-03,9.999941485141859987e-01,9.998383961690826549e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.540999999999999925e+00,4.993671961516973345e-01,4.961092569879309022e-01,3.257939163766432333e-03,9.999967964794478359e-01,9.998789042830424911e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.542000000000000259e+00,4.995834329222474390e-01,4.967126865064661612e-01,2.870746415781277872e-03,9.999986117759216420e-01,9.999135522967260714e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.542999999999999927e+00,4.997934610204726735e-01,4.973155776253356808e-01,2.477883395136992739e-03,9.999996587332578013e-01,9.999423526737701851e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.544000000000000039e+00,4.999970771040465611e-01,4.979177914617792244e-01,2.079285642267336698e-03,9.999999999316532273e-01,9.999653158623321714e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.544999999999999929e+00,5.001936672179342347e-01,4.985188293736936282e-01,1.674837844240606444e-03,9.999996999441146395e-01,9.999824492226223605e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.546000000000000041e+00,5.003835637687277238e-01,4.991190526844871411e-01,1.264511084240582672e-03,9.999988230313752169e-01,9.999937914738913358e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.546999999999999931e+00,5.005663364921350000e-01,4.997184560840416956e-01,8.478804080933044496e-04,9.999974341071132811e-01,9.999993658643880901e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.548000000000000043e+00,5.007421245197904991e-01,5.003163344116974276e-01,4.257901080930714954e-04,9.999955940192832848e-01,9.999991994606401979e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.548999999999999932e+00,5.009103580819423973e-01,5.009128308817232256e-01,2.472799780828260907e-06,9.999933700072795029e-01,9.999933339404692978e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.550000000000000044e+00,5.010714518299543840e-01,5.015082254515027538e-01,4.367736215483697393e-04,9.999908159699821830e-01,9.999818022134807638e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.550999999999999934e+00,5.012247871592051540e-01,5.021019672954989410e-01,8.771801362937869939e-04,9.999879992433267084e-01,9.999646544925725467e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.552000000000000046e+00,5.013705488034594371e-01,5.026943072676377522e-01,1.323758464178315108e-03,9.999849728807267413e-01,9.999419273530455454e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.552999999999999936e+00,5.015085963861999341e-01,5.032848797195964563e-01,1.776283333396522224e-03,9.999817932612925508e-01,9.999136802475329100e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.554000000000000048e+00,5.016387737413300352e-01,5.038733895593656698e-01,2.234615818035634582e-03,9.999785155957900962e-01,9.998799820291599527e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.554999999999999716e+00,5.017610346423693191e-01,5.044603514904552055e-01,2.699316848085886456e-03,9.999751903636698858e-01,9.998408547812607239e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.556000000000000050e+00,5.018757131136781791e-01,5.050454739264217396e-01,3.169760812743560585e-03,9.999718539986257593e-01,9.997963662783199146e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.556999999999999940e+00,5.019823112721397695e-01,5.056287423400461778e-01,3.646431067906408252e-03,9.999685640302805600e-01,9.997465701947578776e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.558000000000000052e+00,5.020813373864616569e-01,5.062094822804177330e-01,4.128144893956076089e-03,9.999653448779687315e-01,9.996915862053429302e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.558999999999999719e+00,5.021724457505105654e-01,5.067883710880480841e-01,4.615925337537518658e-03,9.999622445484391831e-01,9.996314120848144302e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.560000000000000053e+00,5.022555943875617324e-01,5.073649535281568035e-01,5.109359140595071125e-03,9.999592991799656216e-01,9.995661538079032571e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.560999999999999943e+00,5.023314668488847445e-01,5.079395026079609465e-01,5.608035759076201998e-03,9.999565150441517281e-01,9.994958415066428348e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.562000000000000055e+00,5.023996406207879017e-01,5.085116730739241975e-01,6.112032453136295729e-03,9.999539348601514943e-01,9.994205792846898584e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.562999999999999945e+00,5.024603124088227180e-01,5.090814971292123570e-01,6.621184720389639011e-03,9.999515760752745175e-01,9.993404288679337277e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.564000000000000057e+00,5.025138794706253131e-01,5.096488896498109211e-01,7.135010179185607981e-03,9.999494445580160429e-01,9.992554686948550424e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
1.564999999999999947e+00,5.025602807836770936e-01,5.102137217437288097e-01,7.653440960051716146e-03,9.999475610734265274e-01,9.991657872058216094e-01,-2.491439684177553016e+00,-1.926220025815753800e+00,5.652196583617992154e-01
