lambda_um,eta,V,delta_phi
1.530000000000000027e+00,5.370951265257137841e-01,9.890518733136928198e-01,-1.897364517107212434e+00
1.530999999999999917e+00,5.369059660593341610e-01,9.891626414649277166e-01,-1.897364517107212434e+00
1.532000000000000028e+00,5.367233810975503561e-01,9.892690336593561451e-01,-1.897364517107212434e+00
1.532999999999999918e+00,5.365474059340353818e-01,9.893710856670639986e-01,-1.897364517107212434e+00
1.534000000000000030e+00,5.363782127967683389e-01,9.894687522032215021e-01,-1.897364517107212434e+00
1.534999999999999920e+00,5.362159294010774291e-01,9.895620132450226869e-01,-1.897364517107212434e+00
1.536000000000000032e+00,5.360605513699685520e-01,9.896509233198610422e-01,-1.897364517107212434e+00
1.536999999999999700e+00,5.359123256292875892e-01,9.897353918040612264e-01,-1.897364517107212434e+00
1.538000000000000034e+00,5.357714167530669425e-01,9.898153746999821534e-01,-1.897364517107212434e+00
1.538999999999999924e+00,5.356375447127345035e-01,9.898910779774552360e-01,-1.897364517107212434e+00
1.540000000000000036e+00,5.355111094550617512e-01,9.899623204594190096e-01,-1.897364517107212434e+00
1.540999999999999925e+00,5.353920605281417000e-01,9.900291741565614423e-01,-1.897364517107212434e+00
1.542000000000000259e+00,5.352807198844685699e-01,9.900915000322457749e-01,-1.897364517107212434e+00
1.542999999999999927e+00,5.351770331122172042e-01,9.901493683499983378e-01,-1.897364517107212434e+00
1.544000000000000039e+00,5.350807477490768793e-01,9.902029563731928885e-01,-1.897364517107212434e+00
1.544999999999999929e+00,5.349925170182284750e-01,9.902519351174540185e-01,-1.897364517107212434e+00
1.546000000000000041e+00,5.349117620868815148e-01,9.902966578857255175e-01,-1.897364517107212434e+00
1.546999999999999931e+00,5.348390365350899067e-01,9.903368472005545931e-01,-1.897364517107212434e+00
1.548000000000000043e+00,5.347740175523644224e-01,9.903727081550587341e-01,-1.897364517107212434e+00
1.548999999999999932e+00,5.347171447782586018e-01,9.904040222333272414e-01,-1.897364517107212434e+00
1.550000000000000044e+00,5.346680178625438096e-01,9.904310309830076653e-01,-1.897364517107212434e+00
1.550999999999999934e+00,5.346268972739477432e-01,9.904536092123018554e-01,-1.897364517107212434e+00
1.552000000000000046e+00,5.345938628546006433e-01,9.904717284995857574e-01,-1.897364517107212434e+00
1.552999999999999936e+00,5.345687198834701004e-01,9.904855079795806816e-01,-1.897364517107212434e+00
1.554000000000000048e+00,5.345516210144666269e-01,9.904948733149848694e-01,-1.897364517107212434e+00
1.554999999999999716e+00,5.345425552562099725e-01,9.904998369379262035e-01,-1.897364517107212434e+00
1.556000000000000050e+00,5.345413063647448393e-01,9.905005206224368752e-01,-1.897364517107212434e+00
1.556999999999999940e+00,5.345481983646572788e-01,9.904967474113128834e-01,-1.897364517107212434e+00
1.558000000000000052e+00,5.345630686430817846e-01,9.904886037609709204e-01,-1.897364517107212434e+00
1.558999999999999719e+00,5.345858094143514094e-01,9.904761432171768076e-01,-1.897364517107212434e+00
1.560000000000000053e+00,5.346163983383732665e-01,9.904593696883243759e-01,-1.897364517107212434e+00
1.560999999999999943e+00,5.346549692088451433e-01,9.904381985011405654e-01,-1.897364517107212434e+00
1.562000000000000055e+00,5.347012594544139352e-01,9.904127596909498843e-01,-1.897364517107212434e+00
1.562999999999999945e+00,5.347553494322381251e-01,9.903829923409476210e-01,-1.897364517107212434e+00
1.564000000000000057e+00,5.348171711735866252e-01,9.903489142831005676e-01,-1.897364517107212434e+00
1.564999999999999947e+00,5.348864556695294148e-01,9.903106519439403010e-01,-1.897364517107212434e+00
