lambda_um,eta,V,delta_phi
1.530000000000000027e+00,4.684971499103692816e-01,9.920919561956939026e-01,-2.295910925974530503e+00
1.530999999999999917e+00,4.680836510108405402e-01,9.918838435369397022e-01,-2.295910925974530503e+00
1.532000000000000028e+00,4.676736201064100040e-01,9.916748402994205458e-01,-2.295910925974530503e+00
1.532999999999999918e+00,4.672669509293279622e-01,9.914649595500566459e-01,-2.295910925974530503e+00
1.534000000000000030e+00,4.668634773033977226e-01,9.912541795712314086e-01,-2.295910925974530503e+00
1.534999999999999920e+00,4.664630397110976490e-01,9.910424774517723190e-01,-2.295910925974530503e+00
1.536000000000000032e+00,4.660654735351693612e-01,9.908298230544387852e-01,-2.295910925974530503e+00
1.536999999999999700e+00,4.656707800466280966e-01,9.906162719782237724e-01,-2.295910925974530503e+00
1.538000000000000034e+00,4.652785579150599538e-01,9.904016578973887652e-01,-2.295910925974530503e+00
1.538999999999999924e+00,4.648888067250247502e-01,9.901860273551487124e-01,-2.295910925974530503e+00
1.540000000000000036e+00,4.645013747794707881e-01,9.899693414928855129e-01,-2.295910925974530503e+00
1.540999999999999925e+00,4.641161029250912007e-01,9.897515532623211154e-01,-2.295910925974530503e+00
1.542000000000000259e+00,4.637328894638575449e-01,9.895326445358886280e-01,-2.295910925974530503e+00
1.542999999999999927e+00,4.633516529413294061e-01,9.893126062743650140e-01,-2.295910925974530503e+00
1.544000000000000039e+00,4.629720633383884731e-01,9.890912816354284764e-01,-2.295910925974530503e+00
1.544999999999999929e+00,4.625942108015796972e-01,9.888687545214850383e-01,-2.295910925974530503e+00
1.546000000000000041e+00,4.622177956679019983e-01,9.886448778054627295e-01,-2.295910925974530503e+00
1.546999999999999931e+00,4.618427347256953697e-01,9.884196278712279460e-01,-2.295910925974530503e+00
1.548000000000000043e+00,4.614688985778489516e-01,9.881929509277338486e-01,-2.295910925974530503e+00
1.548999999999999932e+00,4.610962330505795070e-01,9.879648363662109078e-01,-2.295910925974530503e+00
1.550000000000000044e+00,4.607246412822637027e-01,9.877352457539365638e-01,-2.295910925974530503e+00
1.550999999999999934e+00,4.603538225983948573e-01,9.875040106923158589e-01,-2.295910925974530503e+00
1.552000000000000046e+00,4.599838294197959865e-01,9.872711790704056245e-01,-2.295910925974530503e+00
1.552999999999999936e+00,4.596144162759048801e-01,9.870366099349571209e-01,-2.295910925974530503e+00
1.554000000000000048e+00,4.592455879509377836e-01,9.868003177641135881e-01,-2.295910925974530503e+00
1.554999999999999716e+00,4.588772063888770791e-01,9.865622244024684351e-01,-2.295910925974530503e+00
1.556000000000000050e+00,4.585089651386078935e-01,9.863221382916090851e-01,-2.295910925974530503e+00
1.556999999999999940e+00,4.581410569584216108e-01,9.860801906508704917e-01,-2.295910925974530503e+00
1.558000000000000052e+00,4.577732914189697189e-01,9.858362618175703362e-01,-2.295910925974530503e+00
1.558999999999999719e+00,4.574053807625337864e-01,9.855901624606431266e-01,-2.295910925974530503e+00
1.560000000000000053e+00,4.570374266718199019e-01,9.853419605669806458e-01,-2.295910925974530503e+00
1.560999999999999943e+00,4.566693213148130259e-01,9.850915833320642578e-01,-2.295910925974530503e+00
1.562000000000000055e+00,4.563008121107989257e-01,9.848388558595883024e-01,-2.295910925974530503e+00
1.562999999999999945e+00,4.559319671398685547e-01,9.845838202004828510e-01,-2.295910925974530503e+00
1.564000000000000057e+00,4.555626499805193741e-01,9.843263768262275892e-01,-2.295910925974530503e+00
1.564999999999999947e+00,4.551926970511250836e-01,9.840664039853874723e-01,-2.295910925974530503e+00
