lambda_um,eta_TE,eta_TM,delta_eta,V_TE,V_TM,delta_phi_TE,delta_phi_TM,delta_delta_phi
1.530000000000000027e+00,4.684971499103692816e-01,5.370951265257137841e-01,6.859797661534450253e-02,9.920919561956939026e-01,9.890518733136928198e-01,-2.295910925974530503e+00,-1.897364517107212434e+00,3.985464088673180694e-01
1.530999999999999917e+00,4.680836510108405402e-01,5.369059660593341610e-01,6.882231504849362080e-02,9.918838435369397022e-01,9.891626414649277166e-01,-2.295910925974530503e+00,-1.897364517107212434e+00,3.985464088673180694e-01
1.532000000000000028e+00,4.676736201064100040e-01,5.367233810975503561e-01,6.904976099114035204e-02,9.916748402994205458e-01,9.892690336593561451e-01,-2.295910925974530503e+00,-1.897364517107212434e+00,3.985464088673180694e-01
1.532999999999999918e+00,4.672669509293279622e-01,5.365474059340353818e-01,6.928045500470741969e-02,9.914649595500566459e-01,9.893710856670639986e-01,-2.295910925974530503e+00,-1.897364517107212434e+00,3.985464088673180694e-01
1.534000000000000030e+00,4.668634773033977226e-01,5.363782127967683389e-01,6.951473549337061630e-02,9.912541795712314086e-01,9.894687522032215021e-01,-2.295910925974530503e+00,-1.897364517107212434e+00,3.985464088673180694e-01
1.534999999999999920e+00,4.664630397110976490e-01,5.362159294010774291e-01,6.975288968997978012e-02,9.910424774517723190e-01,9.895620132450226869e-01,-2.295910925974530503e+00,-1.897364517107212434e+00,3.985464088673180694e-01
1.536000000000000032e+00,4.660654735351693612e-01,5.360605513699685520e-01,6.999507783479919087e-02,9.908298230544387852e-01,9.896509233198610422e-01,-2.295910925974530503e+00,-1.897364517107212434e+00,3.985464088673180694e-01
1.536999999999999700e+00,4.656707800466280966e-01,5.359123256292875892e-01,7.024154558265949255e-02,9.906162719782237724e-01,9.897353918040612264e-01,-2.295910925974530503e+00,-1.897364517107212434e+00,3.985464088673180694e-01
1.538000000000000034e+00,4.652785579150599538e-01,5.357714167530669425e-01,7.049285883800698871e-02,9.904016578973887652e-01,9.898153746999821534e-01,-2.295910925974530503e+00,-1.897364517107212434e+00,3.985464088673180694e-01
1.538999999999999924e+00,4.648888067250247502e-01,5.356375447127345035e-01,7.074873798770975331e-02,9.901860273551487124e-01,9.898910779774552360e-01,-2.295910925974530503e+00,-1.897364517107212434e+00,3.985464088673180694e-01
