lambda_um,eta_TE,eta_TM,delta_eta,V_TE,V_TM,delta_phi_TE,delta_phi_TM,delta_delta_phi
1.530000000000000027e+00,4.726888806044931002e-01,6.068906838668844950e-01,1.342018032623913948e-01,9.940505727045746420e-01,9.125899108745595401e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.530999999999999917e+00,4.722664080980647494e-01,6.081233701607452469e-01,1.358569620626804975e-01,9.938656560164490505e-01,9.106528063853517319e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.532000000000000028e+00,4.718475416850428372e-01,6.093416862900568054e-01,1.374941446050139682e-01,9.936795500926964841e-01,9.087203773331874457e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.532999999999999918e+00,4.714320184918771028e-01,6.105445756966687565e-01,1.391125572047916537e-01,9.934922082654258357e-01,9.067950697441956587e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.534000000000000030e+00,4.710202046483087934e-01,6.117323166751242880e-01,1.407121120268154946e-01,9.933038661083553045e-01,9.048772090504944021e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.534999999999999920e+00,4.706117124297817811e-01,6.129044265052008278e-01,1.422927140754190467e-01,9.931144159588315423e-01,9.029683333697628989e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.536000000000000032e+00,4.702063843893298234e-01,6.140603173740357690e-01,1.438539329847059456e-01,9.929238486036723321e-01,9.010701641083443958e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.536999999999999700e+00,4.698042746339795572e-01,6.151993288657505721e-01,1.453950542317710148e-01,9.927322517601304686e-01,8.991845577424022462e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.538000000000000034e+00,4.694050162638221946e-01,6.163217094660096151e-01,1.469166932021874206e-01,9.925395094207067892e-01,8.973118651105759236e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.538999999999999924e+00,4.690089092502383594e-01,6.174267263877151191e-01,1.484178171374767596e-01,9.923458240958696885e-01,8.954540622645958958e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.540000000000000036e+00,4.686155758723497544e-01,6.185138750871406188e-01,1.498982992147908644e-01,9.921510676083493685e-01,8.936127558657441794e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.540999999999999925e+00,4.682248051001616229e-01,6.195830348630755324e-01,1.513582297629139095e-01,9.919551861166494566e-01,8.917889012787582059e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.542000000000000259e+00,4.678367407393059230e-01,6.206337879345056319e-01,1.527970471951997089e-01,9.917583013627447874e-01,8.899839525401408435e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.542999999999999927e+00,4.674511776784465167e-01,6.216655970916696861e-01,1.542144194132231694e-01,9.915603580228182778e-01,8.881995711026696716e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.544000000000000039e+00,4.670679566259614002e-01,6.226784948376153928e-01,1.556105382116539926e-01,9.913613194231790660e-01,8.864364282057727307e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.544999999999999929e+00,4.666871666234372329e-01,6.236715097691031273e-01,1.569843431456658944e-01,9.911612759738983591e-01,8.846969377570254034e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.546000000000000041e+00,4.663085907539926134e-01,6.246450081590356751e-01,1.583364174050430617e-01,9.909601564496143267e-01,8.829811706212548073e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.546999999999999931e+00,4.659319858960084826e-01,6.255985654738053237e-01,1.596665795777968411e-01,9.907578700777462943e-01,8.812905678118209130e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.548000000000000043e+00,4.655575401794592727e-01,6.265314250887676906e-01,1.609738849093084179e-01,9.905545555741371855e-01,8.796271613448760629e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.548999999999999932e+00,4.651848844267189587e-01,6.274435204267140298e-01,1.622586359999950711e-01,9.903500483482563510e-01,8.779917519058212383e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.550000000000000044e+00,4.648143182024272457e-01,6.283345124984405228e-01,1.635201942960132770e-01,9.901445478401378342e-01,8.763856139200512096e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
1.550999999999999934e+00,4.644453199555643730e-01,6.292042782558173730e-01,1.647589583002530000e-01,9.899377977546347518e-01,8.748096211474191142e-01,-2.489755734828672296e+00,-2.062111746650275190e+00,4.276439881783971053e-01
