lambda_um,eta,V
1.530000000000000027e+00,4.645512640640625524e-01,9.899973746755974524e-01
1.530999999999999917e+00,4.621133996618179696e-01,9.885823991636171204e-01
1.532000000000000028e+00,4.596651804767177829e-01,9.870689685318508877e-01
1.532999999999999918e+00,4.572069588922911265e-01,9.854565753201334211e-01
1.534000000000000030e+00,4.547379185081629749e-01,9.837439639368420474e-01
1.534999999999999920e+00,4.522601165808145529e-01,9.819319436229344555e-01
1.536000000000000032e+00,4.497722717484493593e-01,9.800190363904291990e-01
1.536999999999999700e+00,4.472767461355625085e-01,9.780066117515566759e-01
1.538000000000000034e+00,4.447706768119016885e-01,9.758919202757795341e-01
1.538999999999999924e+00,4.422594704556184753e-01,9.736792600811580156e-01
1.540000000000000036e+00,4.397397488633220108e-01,9.713655381051679027e-01
1.540999999999999925e+00,4.372135061905596531e-01,9.689524255736625680e-01
1.542000000000000259e+00,4.346803230340000601e-01,9.664394836853226201e-01
1.542999999999999927e+00,4.321421469070393928e-01,9.638287239841278886e-01
1.544000000000000039e+00,4.295977693381671236e-01,9.611190568899641296e-01
1.544999999999999929e+00,4.270493453468293676e-01,9.583130147467663340e-01
1.546000000000000041e+00,4.244972396243718027e-01,9.554114043178796312e-01
1.546999999999999931e+00,4.219420373375061262e-01,9.524153768229829398e-01
1.548000000000000043e+00,4.193843647986114087e-01,9.493262456137427918e-01
1.548999999999999932e+00,4.168248046888974323e-01,9.461453843704484834e-01
1.550000000000000044e+00,4.142644514101916919e-01,9.428749360548933645e-01
1.550999999999999934e+00,4.117041245419518769e-01,9.395168525875328136e-01
1.552000000000000046e+00,4.091436202408984535e-01,9.360718241822271191e-01
1.552999999999999936e+00,4.065852669918791351e-01,9.325440674050150536e-01
1.554000000000000048e+00,4.040282921270219596e-01,9.289336946574291431e-01
1.554999999999999716e+00,4.014756751779517407e-01,9.252462121539195561e-01
1.556000000000000050e+00,3.989261713618025285e-01,9.214812154360272345e-01
1.556999999999999940e+00,3.963820172016376819e-01,9.176434547119279861e-01
1.558000000000000052e+00,3.938441910638584287e-01,9.137360087467171210e-01
1.558999999999999719e+00,3.913123144660671793e-01,9.097599248260275218e-01
1.560000000000000053e+00,3.887906657512830710e-01,9.057237251664225219e-01
1.560999999999999943e+00,3.862753325934592530e-01,9.016229592990083752e-01
1.562000000000000055e+00,3.837717250882417552e-01,8.974683120541194770e-01
1.562999999999999945e+00,3.812773561705982139e-01,8.932576336021458285e-01
1.564000000000000057e+00,3.787967978649455225e-01,8.890006860226479235e-01
1.564999999999999947e+00,3.763292225269110336e-01,8.846982245194927597e-01
