lambda_um,eta,V
1.530000000000000027e+00,5.993846342262019178e-01,9.239848550799654170e-01
1.530999999999999917e+00,6.000000312569063743e-01,9.230768768388897261e-01
1.532000000000000028e+00,6.005884996976802448e-01,9.222041960066688082e-01
1.532999999999999918e+00,6.011505704733043354e-01,9.213666266507860581e-01
1.534000000000000030e+00,6.016863833391672411e-01,9.205645250951473013e-01
1.534999999999999920e+00,6.021971704205931752e-01,9.197965693225128581e-01
1.536000000000000032e+00,6.026824020505286983e-01,9.190640443456672415e-01
1.536999999999999700e+00,5.241840391429690715e-01,9.953319787062812063e-01
1.538000000000000034e+00,5.238794546143911157e-01,9.954485546313334154e-01
1.538999999999999924e+00,5.235646531577734519e-01,9.955675023100344356e-01
1.540000000000000036e+00,5.232395907811621116e-01,9.956886851577791964e-01
1.540999999999999925e+00,5.229046909480840055e-01,9.958117900170104786e-01
1.542000000000000259e+00,5.225608135747429328e-01,9.959363509586929286e-01
1.542999999999999927e+00,5.222081690477325955e-01,9.960621464615094789e-01
1.544000000000000039e+00,5.218471159413073934e-01,9.961889042905678338e-01
1.544999999999999929e+00,5.214783225615213791e-01,9.963162508038034826e-01
1.546000000000000041e+00,5.211022208069315820e-01,9.964439043865878087e-01
1.546999999999999931e+00,5.207190338720634193e-01,9.965716599321365887e-01
1.548000000000000043e+00,5.203293803020250241e-01,9.966991870610684146e-01
1.548999999999999932e+00,5.199334598520350958e-01,9.968263016117093755e-01
1.550000000000000044e+00,5.195318888707392002e-01,9.969526926633125452e-01
1.550999999999999934e+00,5.191248836263603339e-01,9.970781853556401897e-01
1.552000000000000046e+00,5.187127938250047920e-01,9.972025690685845101e-01
1.552999999999999936e+00,5.182959522300859545e-01,9.973256459290650300e-01
1.554000000000000048e+00,5.178745979159461443e-01,9.974472524189249567e-01
1.554999999999999716e+00,5.174494252123021942e-01,9.975671035750434124e-01
1.556000000000000050e+00,5.170203106493527212e-01,9.976851545625196049e-01
1.556999999999999940e+00,5.165878040830982343e-01,9.978011781150976089e-01
1.558000000000000052e+00,5.161521986245324323e-01,9.979150276598443003e-01
1.558999999999999719e+00,5.157135022397747459e-01,9.980266357850966497e-01
1.560000000000000053e+00,5.152727283811695536e-01,9.981356895904471838e-01
1.560999999999999943e+00,5.148289828112050381e-01,9.982423561648769983e-01
1.562000000000000055e+00,5.143833746756505398e-01,9.983463167292032647e-01
1.562999999999999945e+00,5.139359178471568645e-01,9.984475275715365417e-01
1.564000000000000057e+00,5.134869797690994053e-01,9.985458690313483432e-01
1.564999999999999947e+00,5.130367454504454194e-01,9.986412698458287940e-01
