lambda_um,eta_TE,eta_TM,delta_eta,V_TE,V_TM
1.530000000000000027e+00,4.645512640640625524e-01,5.993846342262019178e-01,1.348333701621393654e-01,9.899973746755974524e-01,9.239848550799654170e-01
1.530999999999999917e+00,4.621133996618179696e-01,6.000000312569063743e-01,1.378866315950884047e-01,9.885823991636171204e-01,9.230768768388897261e-01
1.532000000000000028e+00,4.596651804767177829e-01,6.005884996976802448e-01,1.409233192209624619e-01,9.870689685318508877e-01,9.222041960066688082e-01
1.532999999999999918e+00,4.572069588922911265e-01,6.011505704733043354e-01,1.439436115810132089e-01,9.854565753201334211e-01,9.213666266507860581e-01
1.534000000000000030e+00,4.547379185081629749e-01,6.016863833391672411e-01,1.469484648310042663e-01,9.837439639368420474e-01,9.205645250951473013e-01
1.534999999999999920e+00,4.522601165808145529e-01,6.021971704205931752e-01,1.499370538397786223e-01,9.819319436229344555e-01,9.197965693225128581e-01
1.536000000000000032e+00,4.497722717484493593e-01,6.026824020505286983e-01,1.529101303020793390e-01,9.800190363904291990e-01,9.190640443456672415e-01
1.536999999999999700e+00,4.472767461355625085e-01,5.241840391429690715e-01,7.690729300740656305e-02,9.780066117515566759e-01,9.953319787062812063e-01
1.538000000000000034e+00,4.447706768119016885e-01,5.238794546143911157e-01,7.910877780248942726e-02,9.758919202757795341e-01,9.954485546313334154e-01
1.538999999999999924e+00,4.422594704556184753e-01,5.235646531577734519e-01,8.130518270215497667e-02,9.736792600811580156e-01,9.955675023100344356e-01
1.540000000000000036e+00,4.397397488633220108e-01,5.232395907811621116e-01,8.349984191784010079e-02,9.713655381051679027e-01,9.956886851577791964e-01
1.540999999999999925e+00,4.372135061905596531e-01,5.229046909480840055e-01,8.569118475752435238e-02,9.689524255736625680e-01,9.958117900170104786e-01
1.542000000000000259e+00,4.346803230340000601e-01,5.225608135747429328e-01,8.788049054074287270e-02,9.664394836853226201e-01,9.959363509586929286e-01
1.542999999999999927e+00,4.321421469070393928e-01,5.222081690477325955e-01,9.006602214069320267e-02,9.638287239841278886e-01,9.960621464615094789e-01
1.544000000000000039e+00,4.295977693381671236e-01,5.218471159413073934e-01,9.224934660314026980e-02,9.611190568899641296e-01,9.961889042905678338e-01
1.544999999999999929e+00,4.270493453468293676e-01,5.214783225615213791e-01,9.442897721469201144e-02,9.583130147467663340e-01,9.963162508038034826e-01
1.546000000000000041e+00,4.244972396243718027e-01,5.211022208069315820e-01,9.660498118255977928e-02,9.554114043178796312e-01,9.964439043865878087e-01
1.546999999999999931e+00,4.219420373375061262e-01,5.207190338720634193e-01,9.877699653455729312e-02,9.524153768229829398e-01,9.965716599321365887e-01
1.548000000000000043e+00,4.193843647986114087e-01,5.203293803020250241e-01,1.009450155034136154e-01,9.493262456137427918e-01,9.966991870610684146e-01
1.548999999999999932e+00,4.168248046888974323e-01,5.199334598520350958e-01,1.031086551631376635e-01,9.461453843704484834e-01,9.968263016117093755e-01
1.550000000000000044e+00,4.142644514101916919e-01,5.195318888707392002e-01,1.052674374605475083e-01,9.428749360548933645e-01,9.969526926633125452e-01
1.550999999999999934e+00,4.117041245419518769e-01,5.191248836263603339e-01,1.074207590844084570e-01,9.395168525875328136e-01,9.970781853556401897e-01
1.552000000000000046e+00,4.091436202408984535e-01,5.187127938250047920e-01,1.095691735841063386e-01,9.360718241822271191e-01,9.972025690685845101e-01
1.552999999999999936e+00,4.065852669918791351e-01,5.182959522300859545e-01,1.117106852382068194e-01,9.325440674050150536e-01,9.973256459290650300e-01
1.554000000000000048e+00,4.040282921270219596e-01,5.178745979159461443e-01,1.138463057889241847e-01,9.289336946574291431e-01,9.974472524189249567e-01
1.554999999999999716e+00,4.014756751779517407e-01,5.174494252123021942e-01,1.159737500343504535e-01,9.252462121539195561e-01,9.975671035750434124e-01
1.556000000000000050e+00,3.989261713618025285e-01,5.170203106493527212e-01,1.180941392875501927e-01,9.214812154360272345e-01,9.976851545625196049e-01
1.556999999999999940e+00,3.963820172016376819e-01,5.165878040830982343e-01,1.202057868814605524e-01,9.176434547119279861e-01,9.978011781150976089e-01
1.558000000000000052e+00,3.938441910638584287e-01,5.161521986245324323e-01,1.223080075606740036e-01,9.137360087467171210e-01,9.979150276598443003e-01
1.558999999999999719e+00,3.913123144660671793e-01,5.157135022397747459e-01,1.244011877737075666e-01,9.097599248260275218e-01,9.980266357850966497e-01
1.560000000000000053e+00,3.887906657512830710e-01,5.152727283811695536e-01,1.264820626298864825e-01,9.057237251664225219e-01,9.981356895904471838e-01
1.560999999999999943e+00,3.862753325934592530e-01,5.148289828112050381e-01,1.285536502177457852e-01,9.016229592990083752e-01,9.982423561648769983e-01
1.562000000000000055e+00,3.837717250882417552e-01,5.143833746756505398e-01,1.306116495874087846e-01,8.974683120541194770e-01,9.983463167292032647e-01
1.562999999999999945e+00,3.812773561705982139e-01,5.139359178471568645e-01,1.326585616765586506e-01,8.932576336021458285e-01,9.984475275715365417e-01
1.564000000000000057e+00,3.787967978649455225e-01,5.134869797690994053e-01,1.346901819041538828e-01,8.890006860226479235e-01,9.985458690313483432e-01
1.564999999999999947e+00,3.763292225269110336e-01,5.130367454504454194e-01,1.367075229235343858e-01,8.846982245194927597e-01,9.986412698458287940e-01
