lambda_um,eta,V,delta_phi
1.530000000000000027e+00,3.096482292260248625e-01,7.468237708996585678e-01,-1.016579488271963649e+00
1.530999999999999917e+00,3.122534262419183748e-01,7.528559003310055786e-01,-1.016579488271963649e+00
1.532000000000000028e+00,3.203073416210070468e-01,7.712316113368219428e-01,-1.016579488271963649e+00
1.532999999999999918e+00,3.339526764157694227e-01,8.013362867203627227e-01,-1.016579488271963649e+00
1.534000000000000030e+00,3.522992690885968781e-01,8.394829916815377269e-01,-1.016579488271963649e+00
1.534999999999999920e+00,3.736176125115326929e-01,8.798935424163834007e-01,-1.016579488271963649e+00
1.536000000000000032e+00,3.958703170791773585e-01,9.168619342292779750e-01,-1.016579488271963649e+00
1.536999999999999700e+00,4.172783198826477413e-01,9.467154669938516731e-01,-1.016579488271963649e+00
1.538000000000000034e+00,4.366616950685769383e-01,9.684129492769073533e-01,-1.016579488271963649e+00
1.538999999999999924e+00,4.534360089821873330e-01,9.828035000901432783e-01,-1.016579488271963649e+00
1.540000000000000036e+00,4.675076431497946494e-01,9.915894916567453699e-01,-1.016579488271963649e+00
1.540999999999999925e+00,4.790640522870604490e-01,9.964996257976539429e-01,-1.016579488271963649e+00
1.542000000000000259e+00,4.884246655700617556e-01,9.989286672471856532e-01,-1.016579488271963649e+00
1.542999999999999927e+00,4.959434612984874313e-01,9.998683646146128146e-01,-1.016579488271963649e+00
1.544000000000000039e+00,5.019559781217258765e-01,9.999693936650795312e-01,-1.016579488271963649e+00
1.544999999999999929e+00,5.067508148094083120e-01,9.996354784453657105e-01,-1.016579488271963649e+00
1.546000000000000041e+00,5.105713702501251117e-01,9.991063685153815932e-01,-1.016579488271963649e+00
1.546999999999999931e+00,5.136140435858832509e-01,9.985183609787743331e-01,-1.016579488271963649e+00
1.548000000000000043e+00,5.160320938273089686e-01,9.979458875979757559e-01,-1.016579488271963649e+00
1.548999999999999932e+00,5.179476609411356458e-01,9.974263677924635196e-01,-1.016579488271963649e+00
1.550000000000000044e+00,5.194544653919843658e-01,9.969767670975856477e-01,-1.016579488271963649e+00
1.550999999999999934e+00,5.206247187939777588e-01,9.966027482758634815e-01,-1.016579488271963649e+00
1.552000000000000046e+00,5.215123241233267093e-01,9.963045999168238520e-01,-1.016579488271963649e+00
1.552999999999999936e+00,5.221585853760769558e-01,9.960796763143352495e-01,-1.016579488271963649e+00
1.554000000000000048e+00,5.225933386186252250e-01,9.959246495968627766e-01,-1.016579488271963649e+00
1.554999999999999716e+00,5.228397676875086164e-01,9.958354499291143247e-01,-1.016579488271963649e+00
1.556000000000000050e+00,5.229154127343264014e-01,9.958078762810397278e-01,-1.016579488271963649e+00
1.556999999999999940e+00,5.228354556522445407e-01,9.958370190007989065e-01,-1.016579488271963649e+00
1.558000000000000052e+00,5.226146112852040337e-01,9.959169873990814104e-01,-1.016579488271963649e+00
1.558999999999999719e+00,5.222683544819164414e-01,9.960408162233910234e-01,-1.016579488271963649e+00
1.560000000000000053e+00,5.218154282076007400e-01,9.961999307449893593e-01,-1.016579488271963649e+00
1.560999999999999943e+00,5.212768370303836329e-01,9.963849158970162767e-01,-1.016579488271963649e+00
1.562000000000000055e+00,5.206769232118032553e-01,9.965855579479729887e-01,-1.016579488271963649e+00
1.562999999999999945e+00,5.200418660991474873e-01,9.967917435496738143e-01,-1.016579488271963649e+00
1.564000000000000057e+00,5.193981299190436607e-01,9.969942245873445463e-01,-1.016579488271963649e+00
1.564999999999999947e+00,5.187711045972993595e-01,9.971851323811791179e-01,-1.016579488271963649e+00
