lambda_um,eta,V
1.530000000000000027e+00,4.895269231869945337e-01,9.991229021156624590e-01
1.530999999999999917e+00,4.886731072916049579e-01,9.989741384785512102e-01
1.532000000000000028e+00,4.877987985991854569e-01,9.988097542393011841e-01
1.532999999999999918e+00,4.869042415944115354e-01,9.986289494288540514e-01
1.534000000000000030e+00,4.859880483909039262e-01,9.984305542440331527e-01
1.534999999999999920e+00,4.850511751754843504e-01,9.982138576689987275e-01
1.536000000000000032e+00,4.840924767173531151e-01,9.979776526384089852e-01
1.536999999999999700e+00,4.831118072542271991e-01,9.977209116510158404e-01
1.538000000000000034e+00,4.821088839790600988e-01,9.974425382327422041e-01
1.538999999999999924e+00,4.810828991608693261e-01,9.971412384746470847e-01
1.540000000000000036e+00,4.800342329896942206e-01,9.968160221215189853e-01
1.540999999999999925e+00,4.789624106901471667e-01,9.964656156818041399e-01
1.542000000000000259e+00,4.778670572699170727e-01,9.960887267859647176e-01
1.542999999999999927e+00,4.767474450202640601e-01,9.956838840682322722e-01
1.544000000000000039e+00,4.756036597958236967e-01,9.952498574633692474e-01
1.544999999999999929e+00,4.744356474608049101e-01,9.947853429010997672e-01
1.546000000000000041e+00,4.732426794837858997e-01,9.942887224429857174e-01
1.546999999999999931e+00,4.720248331787080254e-01,9.937586584746999074e-01
1.548000000000000043e+00,4.707815038967804178e-01,9.931934793489786140e-01
1.548999999999999932e+00,4.695131043256463577e-01,9.925919352641423554e-01
1.550000000000000044e+00,4.682192571546694992e-01,9.919523879290380597e-01
1.550999999999999934e+00,4.668992356343967254e-01,9.912729626711815900e-01
1.552000000000000046e+00,4.655530681533044945e-01,9.905521142001245671e-01
1.552999999999999936e+00,4.641810380461284802e-01,9.897884214572137962e-01
1.554000000000000048e+00,4.627816867867462491e-01,9.889794401357021592e-01
1.554999999999999716e+00,4.613563845253929596e-01,9.881243051433095115e-01
1.556000000000000050e+00,4.599045769119179394e-01,9.872210324476105026e-01
1.556999999999999940e+00,4.584251908813663512e-01,9.862672284205513673e-01
1.558000000000000052e+00,4.569194472468469659e-01,9.852619392693827693e-01
1.558999999999999719e+00,4.553865345407032694e-01,9.842028775226365767e-01
1.560000000000000053e+00,4.538262289967024410e-01,9.830880889071936801e-01
1.560999999999999943e+00,4.522384781760686034e-01,9.819157091230247270e-01
1.562000000000000055e+00,4.506228510665881704e-01,9.806835591822788967e-01
1.562999999999999945e+00,4.489807747532341686e-01,9.793908881279708156e-01
1.564000000000000057e+00,4.473109439415280941e-01,9.780348203326276746e-01
1.564999999999999947e+00,4.456132386801731626e-01,9.766133449459241112e-01
