lambda_um,eta_TE,eta_TM,delta_eta,V_TE,V_TM
1.530000000000000027e+00,4.895269231869945337e-01,6.115590612828567529e-01,1.220321380958622193e-01,9.991229021156624590e-01,9.051580023205544334e-01
1.530999999999999917e+00,4.886731072916049579e-01,6.137751722516422426e-01,1.251020649600372847e-01,9.989741384785512102e-01,9.015398644733868538e-01
1.532000000000000028e+00,4.877987985991854569e-01,6.159486743165203393e-01,1.281498757173348824e-01,9.988097542393011841e-01,8.979358784117564829e-01
1.532999999999999918e+00,4.869042415944115354e-01,6.180305192965210859e-01,1.311262777021095505e-01,9.986289494288540514e-01,8.944330696678937098e-01
1.534000000000000030e+00,4.859880483909039262e-01,6.199804714758154756e-01,1.339924230849115494e-01,9.984305542440331527e-01,8.911076498061837325e-01
1.534999999999999920e+00,4.850511751754843504e-01,6.217725138160021814e-01,1.367213386405178310e-01,9.982138576689987275e-01,8.880139970237010960e-01
1.536000000000000032e+00,4.840924767173531151e-01,6.233855295565173815e-01,1.392930528391642664e-01,9.979776526384089852e-01,8.851990050609186422e-01
1.536999999999999700e+00,4.831118072542271991e-01,6.248102194753444305e-01,1.416984122211172314e-01,9.977209116510158404e-01,8.826889660867459630e-01
1.538000000000000034e+00,4.821088839790600988e-01,6.260630508514787307e-01,1.439541668724186319e-01,9.974425382327422041e-01,8.804635024917072395e-01
1.538999999999999924e+00,4.810828991608693261e-01,6.271594077357590669e-01,1.460765085748897407e-01,9.971412384746470847e-01,8.785021269082249340e-01
1.540000000000000036e+00,4.800342329896942206e-01,6.281341409958520750e-01,1.480999080061578543e-01,9.968160221215189853e-01,8.767475469293606327e-01
1.540999999999999925e+00,4.789624106901471667e-01,6.290303014779364821e-01,1.500678907877893153e-01,9.964656156818041399e-01,8.751255019190586903e-01
1.542000000000000259e+00,4.778670572699170727e-01,6.298877295022849987e-01,1.520206722323679260e-01,9.960887267859647176e-01,8.735656290078974706e-01
1.542999999999999927e+00,4.767474450202640601e-01,6.307578292755365856e-01,1.540103842552725255e-01,9.956838840682322722e-01,8.719748190770183482e-01
1.544000000000000039e+00,4.756036597958236967e-01,6.316908820184832241e-01,1.560872222226595274e-01,9.952498574633692474e-01,8.702601407643322240e-01
1.544999999999999929e+00,4.744356474608049101e-01,6.327274269494120862e-01,1.582917794886071761e-01,9.947853429010997672e-01,8.683447002289594874e-01
1.546000000000000041e+00,4.732426794837858997e-01,6.339056274536450930e-01,1.606629479698591934e-01,9.942887224429857174e-01,8.661540769923161687e-01
1.546999999999999931e+00,4.720248331787080254e-01,6.352524984124664487e-01,1.632276652337584233e-01,9.937586584746999074e-01,8.636325056799917244e-01
1.548000000000000043e+00,4.707815038967804178e-01,6.367838945877830614e-01,1.660023906910026437e-01,9.931934793489786140e-01,8.607432146958029495e-01
1.548999999999999932e+00,4.695131043256463577e-01,6.385044774843073867e-01,1.689913731586610290e-01,9.925919352641423554e-01,8.574690426740618765e-01
1.550000000000000044e+00,4.682192571546694992e-01,6.404024347540275830e-01,1.721831775993580838e-01,9.919523879290380597e-01,8.538234708029545095e-01
1.550999999999999934e+00,4.668992356343967254e-01,6.424504068821343949e-01,1.755511712477376696e-01,9.912729626711815900e-01,8.498504614974548010e-01
1.552000000000000046e+00,4.655530681533044945e-01,6.446139384536011541e-01,1.790608703002966595e-01,9.905521142001245671e-01,8.456096500668059956e-01
1.552999999999999936e+00,4.641810380461284802e-01,6.468476368625205586e-01,1.826665988163920784e-01,9.897884214572137962e-01,8.411850590556716467e-01
1.554000000000000048e+00,4.627816867867462491e-01,6.491001656118424723e-01,1.863184788250962232e-01,9.889794401357021592e-01,8.366764191564338704e-01
1.554999999999999716e+00,4.613563845253929596e-01,6.513072655083685936e-01,1.899508809829756339e-01,9.881243051433095115e-01,8.322139882762664698e-01
1.556000000000000050e+00,4.599045769119179394e-01,6.534167254048491857e-01,1.935121484929312463e-01,9.872210324476105026e-01,8.279083402423815796e-01
1.556999999999999940e+00,4.584251908813663512e-01,6.553712871412022967e-01,1.969460962598359455e-01,9.862672284205513673e-01,8.238840299861185379e-01
1.558000000000000052e+00,4.569194472468469659e-01,6.571277197604933340e-01,2.002082725136463681e-01,9.852619392693827693e-01,8.202395472479709904e-01
1.558999999999999719e+00,4.553865345407032694e-01,6.586485238736228265e-01,2.032619893329195571e-01,9.842028775226365767e-01,8.170628105945445530e-01
1.560000000000000053e+00,4.538262289967024410e-01,6.599099325479027556e-01,2.060837035512003146e-01,9.830880889071936801e-01,8.144132058964348442e-01
1.560999999999999943e+00,4.522384781760686034e-01,6.609066516488643073e-01,2.086681734727957038e-01,9.819157091230247270e-01,8.123102588633829280e-01
1.562000000000000055e+00,4.506228510665881704e-01,6.616334757815304224e-01,2.110106247149422520e-01,9.806835591822788967e-01,8.107716107331160993e-01
1.562999999999999945e+00,4.489807747532341686e-01,6.621136155427161940e-01,2.131328407894820254e-01,9.793908881279708156e-01,8.097528164924139293e-01
1.564000000000000057e+00,4.473109439415280941e-01,6.623630496589837380e-01,2.150521057174556439e-01,9.780348203326276746e-01,8.092228106766806706e-01
1.564999999999999947e+00,4.456132386801731626e-01,6.624178434564200746e-01,2.168046047762469120e-01,9.766133449459241112e-01,8.091063154819405634e-01
