lambda_um,eta,V,delta_phi
1.530000000000000027e+00,3.590291866152270917e-01,8.527248954409476500e-01,-1.371567125482574756e+00
1.530999999999999917e+00,3.575630869913095089e-01,8.498767713957483538e-01,-1.371567125482574756e+00
1.532000000000000028e+00,3.561811323258966544e-01,8.471732582270447010e-01,-1.371567125482574756e+00
1.532999999999999918e+00,3.548834940357701306e-01,8.446182136148664421e-01,-1.371567125482574756e+00
1.534000000000000030e+00,3.536694193249562690e-01,8.422133992568892058e-01,-1.371567125482574756e+00
1.534999999999999920e+00,3.525393747887978768e-01,8.399627215555078852e-01,-1.371567125482574756e+00
1.536000000000000032e+00,3.514935444056835889e-01,8.378692922240337237e-01,-1.371567125482574756e+00
1.536999999999999700e+00,3.505303858793210603e-01,8.359325113363252902e-01,-1.371567125482574756e+00
1.538000000000000034e+00,3.496501168309992247e-01,8.341550586079897744e-01,-1.371567125482574756e+00
1.538999999999999924e+00,3.488520470911394278e-01,8.325375597902560099e-01,-1.371567125482574756e+00
1.540000000000000036e+00,3.481369378831954409e-01,8.310833676781474999e-01,-1.371567125482574756e+00
1.540999999999999925e+00,3.475016168546303796e-01,8.297876163414138473e-01,-1.371567125482574756e+00
1.542000000000000259e+00,3.469476404063698283e-01,8.286548585209593254e-01,-1.371567125482574756e+00
1.542999999999999927e+00,3.464729737494604556e-01,8.276821245576141406e-01,-1.371567125482574756e+00
1.544000000000000039e+00,3.460765313983601432e-01,8.268681832086918204e-01,-1.371567125482574756e+00
1.544999999999999929e+00,3.457570367021527979e-01,8.262112258238903939e-01,-1.371567125482574756e+00
1.546000000000000041e+00,3.455165513962785151e-01,8.257161444466116773e-01,-1.371567125482574756e+00
1.546999999999999931e+00,3.453488168544704418e-01,8.253705359145679932e-01,-1.371567125482574756e+00
1.548000000000000043e+00,3.452559523046195289e-01,8.251790882429106411e-01,-1.371567125482574756e+00
1.548999999999999932e+00,3.452348597407868813e-01,8.251355938240372279e-01,-1.371567125482574756e+00
1.550000000000000044e+00,3.452850698012269182e-01,8.252391243287139355e-01,-1.371567125482574756e+00
1.550999999999999934e+00,3.454049009192383113e-01,8.254861214626534327e-01,-1.371567125482574756e+00
1.552000000000000046e+00,3.455917375390307189e-01,8.258709823912124826e-01,-1.371567125482574756e+00
1.552999999999999936e+00,3.458447516152594603e-01,8.263916772055607263e-01,-1.371567125482574756e+00
1.554000000000000048e+00,3.461623427923208318e-01,8.270444802595269262e-01,-1.371567125482574756e+00
1.554999999999999716e+00,3.465423825150492076e-01,8.278244872271772747e-01,-1.371567125482574756e+00
1.556000000000000050e+00,3.469828627277792843e-01,8.287269607403368044e-01,-1.371567125482574756e+00
1.556999999999999940e+00,3.474826225121084300e-01,8.297488219715679625e-01,-1.371567125482574756e+00
1.558000000000000052e+00,3.480394276263722442e-01,8.308847257280934651e-01,-1.371567125482574756e+00
1.558999999999999719e+00,3.486514964536180927e-01,8.321301949416786137e-01,-1.371567125482574756e+00
1.560000000000000053e+00,3.493156293209400687e-01,8.334778265205744496e-01,-1.371567125482574756e+00
1.560999999999999943e+00,3.500327721580301366e-01,8.349285812847425658e-01,-1.371567125482574756e+00
1.562000000000000055e+00,3.507985033026139177e-01,8.364725059069725299e-01,-1.371567125482574756e+00
1.562999999999999945e+00,3.516117400203824794e-01,8.381063854207010388e-01,-1.371567125482574756e+00
1.564000000000000057e+00,3.524703294253665464e-01,8.398248236266846467e-01,-1.371567125482574756e+00
1.564999999999999947e+00,3.533725683237151083e-01,8.416233141750170121e-01,-1.371567125482574756e+00
