lambda_um,eta,V,delta_phi
1.530000000000000027e+00,5.390801897939869747e-01,9.878560977697666834e-01,-1.852849845541617579e+00
1.530999999999999917e+00,5.378174760387703923e-01,9.886237873336652937e-01,-1.852849845541617579e+00
1.532000000000000028e+00,5.369261113405860986e-01,9.891508711945995458e-01,-1.852849845541617579e+00
1.532999999999999918e+00,5.363861018144301385e-01,9.894642081373378195e-01,-1.852849845541617579e+00
1.534000000000000030e+00,5.361540117899938895e-01,9.895974884661915549e-01,-1.852849845541617579e+00
1.534999999999999920e+00,5.361665271328931448e-01,9.895903226892300841e-01,-1.852849845541617579e+00
1.536000000000000032e+00,5.363406699381173537e-01,9.894903636326894958e-01,-1.852849845541617579e+00
1.536999999999999700e+00,5.365780286193605475e-01,9.893533613520260062e-01,-1.852849845541617579e+00
1.538000000000000034e+00,5.367726001541875958e-01,9.892404045611876695e-01,-1.852849845541617579e+00
1.538999999999999924e+00,5.368122292241477300e-01,9.892173263752420675e-01,-1.852849845541617579e+00
1.540000000000000036e+00,5.365860676179549094e-01,9.893487059969799935e-01,-1.852849845541617579e+00
1.540999999999999925e+00,5.359871005925864740e-01,9.896928228492567481e-01,-1.852849845541617579e+00
1.542000000000000259e+00,5.349195972402921440e-01,9.902923231494764611e-01,-1.852849845541617579e+00
1.542999999999999927e+00,5.333071282055792395e-01,9.911642897887641412e-01,-1.852849845541617579e+00
1.544000000000000039e+00,5.310974719538789079e-01,9.922933887035787492e-01,-1.852849845541617579e+00
1.544999999999999929e+00,5.282707495021512489e-01,9.936264935056174918e-01,-1.852849845541617579e+00
1.546000000000000041e+00,5.248408004728236653e-01,9.950756316835470683e-01,-1.852849845541617579e+00
1.546999999999999931e+00,5.208651284806126158e-01,9.965232258123485343e-01,-1.852849845541617579e+00
1.548000000000000043e+00,5.164413084930887798e-01,9.978398027492011435e-01,-1.852849845541617579e+00
1.548999999999999932e+00,5.117048960993775264e-01,9.989045635777056287e-01,-1.852849845541617579e+00
1.550000000000000044e+00,5.068196394456778719e-01,9.996280093440427228e-01,-1.852849845541617579e+00
1.550999999999999934e+00,5.019669625068030605e-01,9.999690489469659216e-01,-1.852849845541617579e+00
1.552000000000000046e+00,4.973322507122653335e-01,9.999430665306585642e-01,-1.852849845541617579e+00
1.552999999999999936e+00,4.930895371821698570e-01,9.996180369909515306e-01,-1.852849845541617579e+00
1.554000000000000048e+00,4.893882170769571771e-01,9.990995261147830320e-01,-1.852849845541617579e+00
1.554999999999999716e+00,4.863432432808820205e-01,9.985090562531243608e-01,-1.852849845541617579e+00
1.556000000000000050e+00,4.840302241677817974e-01,9.979618093085302899e-01,-1.852849845541617579e+00
1.556999999999999940e+00,4.824870078996300604e-01,9.975493673456364840e-01,-1.852849845541617579e+00
1.558000000000000052e+00,4.817110377266757282e-01,9.973276862793356567e-01,-1.852849845541617579e+00
1.558999999999999719e+00,4.816731813232149606e-01,9.973166268202080520e-01,-1.852849845541617579e+00
1.560000000000000053e+00,4.823197720739021976e-01,9.975023992285413366e-01,-1.852849845541617579e+00
1.560999999999999943e+00,4.835817586793617062e-01,9.978458534907812538e-01,-1.852849845541617579e+00
1.562000000000000055e+00,4.853820514936522112e-01,9.982919845568732908e-01,-1.852849845541617579e+00
1.562999999999999945e+00,4.876409672855553934e-01,9.987787806268877411e-01,-1.852849845541617579e+00
1.564000000000000057e+00,4.902822224357011316e-01,9.992448036621576213e-01,-1.852849845541617579e+00
1.564999999999999947e+00,4.932339830915938306e-01,9.996338351721776316e-01,-1.852849845541617579e+00
