lambda_um,eta,V,delta_phi
1.530000000000000027e+00,6.067667541466973402e-01,9.127836472596314588e-01,-2.052739155075364863e+00
1.530999999999999917e+00,6.053238126080633386e-01,9.150256726928335249e-01,-2.052739155075364863e+00
1.532000000000000028e+00,6.038639123004653220e-01,9.172682471569504337e-01,-2.052739155075364863e+00
1.532999999999999918e+00,6.023875388372577078e-01,9.195095285776875293e-01,-2.052739155075364863e+00
1.534000000000000030e+00,6.008946532465035961e-01,9.217484697020468243e-01,-2.052739155075364863e+00
1.534999999999999920e+00,5.993862149540455375e-01,9.239825289039950151e-01,-2.052739155075364863e+00
1.536000000000000032e+00,5.978621214712280807e-01,9.262107581950174140e-01,-2.052739155075364863e+00
1.536999999999999700e+00,5.963227793209848748e-01,9.284314517118628096e-01,-2.052739155075364863e+00
1.538000000000000034e+00,5.947681194721421427e-01,9.306435870526431620e-01,-2.052739155075364863e+00
1.538999999999999924e+00,5.931989245276405587e-01,9.328449301030246055e-01,-2.052739155075364863e+00
1.540000000000000036e+00,5.916153459095118139e-01,9.350341569990897606e-01,-2.052739155075364863e+00
1.540999999999999925e+00,5.900174225583340037e-01,9.372100899028483756e-01,-2.052739155075364863e+00
1.542000000000000259e+00,5.884054153484211680e-01,9.393712408016657855e-01,-2.052739155075364863e+00
1.542999999999999927e+00,5.867809472130177673e-01,9.415143437929386350e-01,-2.052739155075364863e+00
1.544000000000000039e+00,5.851431429024808173e-01,9.436394715981418768e-01,-2.052739155075364863e+00
1.544999999999999929e+00,5.834927576536464988e-01,9.457445433161658643e-01,-2.052739155075364863e+00
1.546000000000000041e+00,5.818300974369676748e-01,9.478280881169637295e-01,-2.052739155075364863e+00
1.546999999999999931e+00,5.801558468152420156e-01,9.498881872949169747e-01,-2.052739155075364863e+00
1.548000000000000043e+00,5.784703195039266888e-01,9.519234154414456528e-01,-2.052739155075364863e+00
1.548999999999999932e+00,5.767738698904447681e-01,9.539323167638426026e-01,-2.052739155075364863e+00
1.550000000000000044e+00,5.750669642177672625e-01,9.559133292845510832e-01,-2.052739155075364863e+00
1.550999999999999934e+00,5.733500250727059377e-01,9.578649744447085279e-01,-2.052739155075364863e+00
1.552000000000000046e+00,5.716237860190457321e-01,9.597854631537059422e-01,-2.052739155075364863e+00
1.552999999999999936e+00,5.698879137947798768e-01,9.616742176599260006e-01,-2.052739155075364863e+00
1.554000000000000048e+00,5.681436453666762754e-01,9.635289699104363503e-01,-2.052739155075364863e+00
1.554999999999999716e+00,5.663908475492155370e-01,9.653489743830734326e-01,-2.052739155075364863e+00
1.556000000000000050e+00,5.646299628495796696e-01,9.671328910919961830e-01,-2.052739155075364863e+00
1.556999999999999940e+00,5.628623399600148902e-01,9.688785371929450330e-01,-2.052739155075364863e+00
1.558000000000000052e+00,5.610873372170350759e-01,9.705857540398821204e-01,-2.052739155075364863e+00
1.558999999999999719e+00,5.593057189027678122e-01,9.722530168805977313e-01,-2.052739155075364863e+00
1.560000000000000053e+00,5.575174682252104219e-01,9.738795792752615865e-01,-2.052739155075364863e+00
1.560999999999999943e+00,5.557235798159902984e-01,9.754638121895751190e-01,-2.052739155075364863e+00
1.562000000000000055e+00,5.539241429032585318e-01,9.770049556698255921e-01,-2.052739155075364863e+00
1.562999999999999945e+00,5.521194356549449234e-01,9.785021059921891196e-01,-2.052739155075364863e+00
1.564000000000000057e+00,5.503102874230064723e-01,9.799539560093498691e-01,-2.052739155075364863e+00
1.564999999999999947e+00,5.484973039236300529e-01,9.813594614256500037e-01,-2.052739155075364863e+00
