lambda_um,eta_TE,eta_TM,delta_eta,V_TE,V_TM,delta_phi_TE,delta_phi_TM,delta_delta_phi
1.530000000000000027e+00,4.732902332168158477e-01,4.817325851525949831e-01,8.442351935779135452e-03,9.943089471206120189e-01,9.973339710372214340e-01,-2.550488754840674943e+00,-1.970825803612445526e+00,5.796629512282294172e-01
1.530999999999999917e+00,4.732953814179970409e-01,4.820995593849443095e-01,8.804177966947268619e-03,9.943111345250684741e-01,9.974398751262738561e-01,-2.550488754840674943e+00,-1.970825803612445526e+00,5.796629512282294172e-01
1.532000000000000028e+00,4.733036142390236178e-01,4.824704763470102908e-01,9.166862107986673003e-03,9.943146316784845506e-01,9.975447442491859329e-01,-2.550488754840674943e+00,-1.970825803612445526e+00,5.796629512282294172e-01
1.532999999999999918e+00,4.733144518845253668e-01,4.828444139867892893e-01,9.529962102263922485e-03,9.943192336888559968e-01,9.976482555548418230e-01,-2.550488754840674943e+00,-1.970825803612445526e+00,5.796629512282294172e-01
1.534000000000000030e+00,4.733281165532874368e-01,4.832220896254226794e-01,9.893973072135242575e-03,9.943250335105053850e-01,9.977505466566585213e-01,-2.550488754840674943e+00,-1.970825803612445526e+00,5.796629512282294172e-01
1.534999999999999920e+00,4.733443190755942664e-01,4.836030479714746311e-01,1.025872889588036463e-02,9.943319066910245585e-01,9.978514303714229872e-01,-2.550488754840674943e+00,-1.970825803612445526e+00,5.796629512282294172e-01
1.536000000000000032e+00,4.733632811334529955e-01,4.839871875940533474e-01,1.062390646060035193e-02,9.943399452345145217e-01,9.979508204326680287e-01,-2.550488754840674943e+00,-1.970825803612445526e+00,5.796629512282294172e-01
1.536999999999999700e+00,4.733850721221392055e-01,4.843743401102567625e-01,1.098926798811755701e-02,9.943491760561493642e-01,9.980486158336462355e-01,-2.550488754840674943e+00,-1.970825803612445526e+00,5.796629512282294172e-01
1.538000000000000034e+00,4.734093301635360906e-01,4.847647844724620181e-01,1.135545430892592744e-02,9.943594431536649791e-01,9.981448280917413207e-01,-2.550488754840674943e+00,-1.970825803612445526e+00,5.796629512282294172e-01
1.538999999999999924e+00,4.734361608861236692e-01,4.851581019949131601e-01,1.172194110878949092e-02,9.943707883447058249e-01,9.982392959140746758e-01,-2.550488754840674943e+00,-1.970825803612445526e+00,5.796629512282294172e-01
1.540000000000000036e+00,4.734655017194694393e-01,4.855541210092914062e-01,1.208861928982196687e-02,9.943831819559884044e-01,9.983319250398352551e-01,-2.550488754840674943e+00,-1.970825803612445526e+00,5.796629512282294172e-01
1.540999999999999925e+00,4.734971908687672926e-01,4.859530833515864900e-01,1.245589248281919748e-02,9.943965522870839013e-01,9.984227179524811646e-01,-2.550488754840674943e+00,-1.970825803612445526e+00,5.796629512282294172e-01
