w_um,g_um,t_um,sign_change,sign_samples,sign_skipped,bracket_start_um,bracket_end_um,delta_w_star_um,abs_err_um,rel_err,n_brackets,tolerance_met,usable_zero,fallback_reason,best_sample_abs_err_um,best_sample_dw_um,ranking_score,L50_te_um,L50_tm_um
1.05,0.26,0.28,True,61,0,0.20000000000000046,0.21000000000000046,0.18193711695101733,0.039098780823056956,0.003851523674625881,0,True,False,solver could not retain bracket,0.012419134381524088,-0.1999999999999999,10.039098780823057,10.171059318973716,10.13196053815066
1.09,0.31,0.28,True,61,0,0.2400000000000005,0.2500000000000005,-0.25599845612784955,0.05111436195094399,0.004294143066731805,0,True,False,solver could not retain bracket,0.09572992029450411,-0.25999999999999995,10.051114361950944,11.877716919727979,11.928831281678923
1.12,0.26,0.28,True,61,0,0.2500000000000005,0.2600000000000005,0.2243564240200617,0.05758478857140403,0.005292692419018933,0,True,False,solver could not retain bracket,0.04125957766592947,0.29000000000000054,10.057584788571404,10.908848141428116,10.851263352856712
1.12,0.32,0.28,True,61,0,0.29000000000000054,0.30000000000000054,0.3079043529850921,0.058719474597269894,0.004645390710160133,0,True,False,solver could not retain bracket,0.003265392674252965,-0.23999999999999994,10.05871947459727,12.611013970954152,12.669733445551422
1.08,0.28,0.28,True,61,0,0.2700000000000005,0.2800000000000005,-0.21968200614958247,0.05982915276083567,0.005366723183559044,0,True,False,solver could not retain bracket,0.0029056707992172193,-0.22999999999999993,10.059829152760836,11.118257355446113,11.178086508206949
1.07,0.3,0.28,True,61,0,0.29000000000000054,0.30000000000000054,0.2095504346532202,0.06300488011122063,0.005073191720798644,0,True,False,solver could not retain bracket,0.03726553278199418,-0.2099999999999999,10.06300488011122,12.450682234290179,12.387677354178958
1.08,0.29,0.28,True,61,0,0.2800000000000005,0.29000000000000054,-0.1530084365110242,0.06572933806028836,0.006316946816332283,0,True,False,solver could not retain bracket,0.003266808295233403,-0.3,10.065729338060288,10.4381031444194,10.372373806359112
1.11,0.28,0.28,True,61,0,0.2500000000000005,0.2600000000000005,0.1917632434451565,0.07874528398491343,0.00752234893615806,0,True,False,solver could not retain bracket,0.01802476112753837,0.2500000000000005,10.078745283984913,10.428804871869529,10.507550155854442
1.05,0.28,0.28,True,61,0,0.2700000000000005,0.2800000000000005,0.17776820934093565,0.08234074001266123,0.007658491503221596,0,True,False,solver could not retain bracket,0.01834452581137569,0.11000000000000038,10.082340740012661,10.792731559050418,10.710390819037757
1.13,0.29,0.28,True,61,0,0.2400000000000005,0.2500000000000005,-0.23195652153631435,0.08439260247755342,0.007184556758522239,0,True,False,solver could not retain bracket,0.010851975763280564,0.22000000000000047,10.084392602477553,11.788585857901111,11.704193255423558
1.1,0.31,0.28,True,61,0,0.29000000000000054,0.30000000000000054,-0.23078600659561818,0.09533556363692597,0.007957042707127987,0,True,False,solver could not retain bracket,0.013616828261442393,0.21000000000000046,10.095335563636926,12.028948660394564,11.933613096757638
1.06,0.26,0.28,True,61,0,0.29000000000000054,0.30000000000000054,-0.14805978342300413,0.09917048118298055,0.00914907300849888,0,True,False,solver could not retain bracket,0.0032092210097385276,-0.16999999999999987,10.09917048118298,10.789816859583881,10.888987340766862
1.11,0.27,0.28,True,61,0,0.21000000000000046,0.22000000000000047,-0.2320783453625165,0.10139190539893228,0.008731262982961925,0,True,False,solver could not retain bracket,0.015305059346619743,0.19000000000000045,10.101391905398932,11.663209010293441,11.561817104894509
1.1,0.29,0.28,True,61,0,0.29000000000000054,0.30000000000000054,0.16923266597890135,0.1052212851178318,0.008644233044941631,0,True,False,solver could not retain bracket,0.08124353456543076,0.23000000000000048,10.105221285117832,12.119815132033592,12.225036417151424
1.11,0.31,0.28,True,61,0,0.29000000000000054,0.30000000000000054,0.2220724527823258,0.10942276199110701,0.009226492687170134,0,True,False,solver could not retain bracket,0.015604607810654869,0.2700000000000005,10.109422761991107,11.914338403001913,11.804915641010806
1.06,0.32,0.28,True,61,0,0.2400000000000005,0.2500000000000005,-0.180021443469987,0.11406566523717565,0.009041221061981882,0,True,False,solver could not retain bracket,0.02882823236908294,-0.15999999999999986,10.114065665237176,12.559146382025222,12.673212047262398
1.09,0.29,0.28,True,61,0,0.29000000000000054,0.30000000000000054,0.14989865933428548,0.11822691987874379,0.009898680838836622,0,True,False,solver could not retain bracket,0.0046702323180145555,0.1500000000000004,10.118226919878744,11.884591141070759,12.002818060949503
1.13,0.28,0.28,True,61,0,0.2400000000000005,0.2500000000000005,-0.16180593541938804,0.12212030965723919,0.009826201817636796,0,True,False,solver could not retain bracket,0.029370768407893877,0.22000000000000047,10.12212030965724,12.489087985281746,12.366967675624506
1.11,0.26,0.28,True,61,0,0.2700000000000005,0.2800000000000005,0.28254443746374475,0.1111601397900408,0.011761056649237784,0,False,False,solver could not retain bracket,0.031849036699082234,0.16000000000000042,11.11116013979004,9.39596353756179,9.507123677351832
1.13,0.32,0.28,True,60,1,0.29000000000000054,0.30000000000000054,0.23766285959770286,0.14438836513120457,0.013245531901825468,0,False,False,solver could not retain bracket,0.07772821042257405,0.16000000000000042,11.144388365131205,10.973105237055252,10.828716871924048
1.06,0.27,0.28,True,61,0,0.20000000000000046,0.21000000000000046,0.14717859492481974,0.2795007469872477,0.02473331626864579,0,False,False,solver could not retain bracket,0.008193816766999262,0.10000000000000037,11.279500746987248,11.160826708503599,11.440327455490847
1.1,0.27,0.28,True,61,0,0.2500000000000005,0.2600000000000005,-0.3874829042397896,0.30269945917344465,0.029182504646646238,0,False,False,solver could not retain bracket,0.016710369671976366,0.2400000000000005,11.302699459173445,10.221284930757005,10.52398438993045
1.13,0.26,0.28,True,61,0,0.2600000000000005,0.2700000000000005,-0.1,1.759741695897148,0.1409342035750292,0,False,False,solver could not retain bracket,0.024277009481998846,0.30000000000000054,12.759741695897148,13.366135014193452,11.606393318296304
1.12,0.29,0.28,True,61,0,0.2500000000000005,0.2600000000000005,0.0,1.7685207686977584,0.12731296500828884,0,False,False,solver could not retain bracket,0.013481300058533208,-0.1999999999999999,12.768520768697758,14.77538897901021,13.00686821031245
1.13,0.3,0.28,True,61,0,0.2400000000000005,0.2500000000000005,-0.1,2.4296284546418274,0.1721988654029365,0,False,False,solver could not retain bracket,0.0208665555615557,0.2600000000000005,13.429628454641827,15.324247811314756,12.894619356672928
1.13,0.31,0.28,True,60,1,0.29000000000000054,0.30000000000000054,-0.1,2.6891635301201298,0.18582708676412893,0,False,False,solver could not retain bracket,0.023750891413923725,0.30000000000000054,13.68916353012013,15.815903341195495,13.126739811075366
