w_um,g_um,t_um,sign_change,sign_samples,sign_skipped,bracket_start_um,bracket_end_um,delta_w_star_um,abs_err_um,rel_err,n_brackets,tolerance_met,usable_zero,fallback_reason,best_sample_abs_err_um,best_sample_dw_um,ranking_score,L50_te_um,L50_tm_um
1.05,0.32,0.34,True,60,1,0.20000000000000046,0.21000000000000046,0.21385223996159308,0.06993870727899498,0.00624357816950428,0,True,False,solver could not retain bracket,0.044855891624456135,0.21000000000000046,10.069938707278995,11.166733480898392,11.236672188177387
1.05,0.34,0.3,True,61,0,0.21000000000000046,0.22000000000000047,0.2623775549123383,0.07508800090354306,0.00570328367927537,0,True,False,solver could not retain bracket,0.07946166391398712,0.2700000000000005,10.075088000903543,13.203292913906372,13.128204913002829
1.05,0.32,0.32,True,60,1,0.20000000000000046,0.21000000000000046,0.21755375051587938,0.08521510269422983,0.006631134095313174,0,True,False,solver could not retain bracket,0.08072737208779301,-0.21999999999999992,10.08521510269423,12.808150926672367,12.893366029366597
1.05,0.28,0.32,True,61,0,0.2700000000000005,0.2800000000000005,-0.2150024949490406,0.09453464099904352,0.00891868534631194,0,True,False,solver could not retain bracket,0.09224448626393666,0.20000000000000046,10.094534640999044,10.646883444207209,10.552348803208165
1.1,0.28,0.32,True,61,0,0.29000000000000054,0.30000000000000054,-0.20230303381387416,0.11459435331065038,0.009507399088531087,0,True,False,solver could not retain bracket,0.22526947068588754,0.21000000000000046,10.11459435331065,11.995878696532454,12.110473049843105
1.1,0.3,0.3,True,58,3,0.2800000000000005,0.30000000000000054,-0.28670595703034624,0.3288270195765257,0.03270057809405121,0,False,False,solver could not retain bracket,0.15966376136699445,-0.29,11.328827019576526,10.22010789631487,9.891280876738344
1.05,0.28,0.3,True,61,0,0.2700000000000005,0.2800000000000005,0.2640732169640534,0.5817013340305746,0.04754969407914885,0,False,False,solver could not retain bracket,0.04842313106211371,-0.21999999999999992,11.581701334030575,12.524395914694558,11.942694580663984
1.1,0.26,0.34,True,59,2,0.06000000000000033,0.07000000000000034,0.14287386642236108,0.8913780942514613,0.0787248250982767,0,False,False,solver could not retain bracket,0.3090631638910164,0.06000000000000033,11.891378094251461,10.8770175214656,11.768395615717061
1.05,0.26,0.32,True,61,0,0.21000000000000046,0.22000000000000047,0.15465030516827327,1.005648032720126,0.0944669318407348,0,False,False,solver could not retain bracket,0.018532292581623366,0.22000000000000047,12.005648032720126,11.148327295915962,10.142679263195836
1.1,0.28,0.34,False,59,2,,,-0.19762808924178019,0.7779299991802286,0.06391784899235103,1,False,False,no sign change in sampled G(Δw),0.4924377476969415,-0.24999999999999994,101.77792999918023,12.559743763958775,11.781813764778546
