lambda_um,eta,V
1.530000000000000027e+00,4.803194046272378781e-01,9.969061865816416512e-01
1.530999999999999917e+00,4.785259418063088632e-01,9.963177107299840962e-01
1.532000000000000028e+00,4.767131379738997476e-01,9.956711661802166713e-01
1.532999999999999918e+00,4.748830235532728317e-01,9.949658034966800679e-01
1.534000000000000030e+00,4.730332141140042301e-01,9.941992131755214013e-01
1.534999999999999920e+00,4.711643037291542990e-01,9.933700720355171931e-01
1.536000000000000032e+00,4.692764601823721793e-01,9.924769180371383337e-01
1.536999999999999700e+00,4.673700349465598203e-01,9.915184049578387171e-01
1.538000000000000034e+00,4.654435480013974780e-01,9.904922277651923013e-01
1.538999999999999924e+00,4.634981979251608930e-01,9.893974541086287822e-01
1.540000000000000036e+00,4.615343466067436395e-01,9.882327914249916523e-01
1.540999999999999925e+00,4.595505620561813886e-01,9.869958510789372808e-01
1.542000000000000259e+00,4.575480259848706543e-01,9.856858255265918967e-01
1.542999999999999927e+00,4.555271834162842870e-01,9.843015442764703193e-01
1.544000000000000039e+00,4.534869235312074531e-01,9.828407634580403895e-01
1.544999999999999929e+00,4.514288365988962659e-01,9.813031717680767985e-01
1.546000000000000041e+00,4.493524048578900199e-01,9.796869948191955224e-01
1.546999999999999931e+00,4.472573933488178666e-01,9.779906405578014938e-01
1.548000000000000043e+00,4.451445079102201441e-01,9.762133084151468632e-01
1.548999999999999932e+00,4.430140153158627081e-01,9.743539130589385922e-01
1.550000000000000044e+00,4.408660685895579023e-01,9.724113160976350922e-01
1.550999999999999934e+00,4.387023509677493438e-01,9.703858744567007699e-01
1.552000000000000046e+00,4.365210439974075429e-01,9.682747348619671346e-01
1.552999999999999936e+00,4.343241614092051006e-01,9.660787264601827795e-01
1.554000000000000048e+00,4.321113762526675450e-01,9.637965062209008504e-01
1.554999999999999716e+00,4.298835707445765042e-01,9.614280186222102786e-01
1.556000000000000050e+00,4.276414777106525844e-01,9.589731796584999302e-01
1.556999999999999940e+00,4.253833119292015907e-01,9.564291479329706247e-01
1.558000000000000052e+00,4.231131633258695124e-01,9.537997809778513414e-01
1.558999999999999719e+00,4.208299379412255292e-01,9.510832315905298762e-01
1.560000000000000053e+00,4.185339228746495222e-01,9.482792510934758834e-01
1.560999999999999943e+00,4.162253934988751070e-01,9.453876409347253817e-01
1.562000000000000055e+00,4.139069414177004025e-01,9.424112759953696683e-01
1.562999999999999945e+00,4.115783335583467206e-01,9.393496246480097511e-01
1.564000000000000057e+00,4.092391250950571657e-01,9.362018664837316040e-01
1.564999999999999947e+00,4.068922950602511523e-01,9.329719199407116026e-01
