lambda_um,eta_TE,eta_TM,delta_eta,V_TE,V_TM
1.530000000000000027e+00,4.803194046272378781e-01,7.106286042824326854e-01,2.303091996551948073e-01,9.969061865816416512e-01,6.985749119506352578e-01
1.530999999999999917e+00,4.785259418063088632e-01,6.083635451791676862e-01,1.298376033728588230e-01,9.963177107299840962e-01,9.102732583451015325e-01
1.532000000000000028e+00,4.767131379738997476e-01,6.091483669333542794e-01,1.324352289594545318e-01,9.956711661802166713e-01,9.090281936659446727e-01
1.532999999999999918e+00,4.748830235532728317e-01,6.098178208220806917e-01,1.349347972688078601e-01,9.949658034966800679e-01,9.079603457406537625e-01
1.534000000000000030e+00,4.730332141140042301e-01,6.103506516113135216e-01,1.373174374973092915e-01,9.941992131755214013e-01,9.071066192551214824e-01
1.534999999999999920e+00,4.711643037291542990e-01,6.107258951913491218e-01,1.395615914621948228e-01,9.933700720355171931e-01,9.065033676460722001e-01
1.536000000000000032e+00,4.692764601823721793e-01,6.109185611326651832e-01,1.416421009502930040e-01,9.924769180371383337e-01,9.061929858359176748e-01
1.536999999999999700e+00,4.673700349465598203e-01,6.109170280919594687e-01,1.435469931453996484e-01,9.915184049578387171e-01,9.061954572709649547e-01
1.538000000000000034e+00,4.654435480013974780e-01,6.107080515925462638e-01,1.452645035911487859e-01,9.904922277651923013e-01,9.065320912112092566e-01
1.538999999999999924e+00,4.634981979251608930e-01,6.102759910664121712e-01,1.467777931412512782e-01,9.893974541086287822e-01,9.072264467116420983e-01
1.540000000000000036e+00,4.615343466067436395e-01,6.096333517956586956e-01,1.480990051889150561e-01,9.882327914249916523e-01,9.082551251463117925e-01
1.540999999999999925e+00,4.595505620561813886e-01,6.087842572560381305e-01,1.492336951998567418e-01,9.869958510789372808e-01,9.096067434659502737e-01
1.542000000000000259e+00,4.575480259848706543e-01,6.077522130489810825e-01,1.502041870641104282e-01,9.856858255265918967e-01,9.112379841972023664e-01
1.542999999999999927e+00,4.555271834162842870e-01,6.065495394253211936e-01,1.510223560090369066e-01,9.843015442764703193e-01,9.131227661405261209e-01
1.544000000000000039e+00,4.534869235312074531e-01,6.052153883204658413e-01,1.517284647892583882e-01,9.828407634580403895e-01,9.151931194404676617e-01
1.544999999999999929e+00,4.514288365988962659e-01,6.037710178933211047e-01,1.523421812944248388e-01,9.813031717680767985e-01,9.174100607500614846e-01
1.546000000000000041e+00,4.493524048578900199e-01,6.022560169505357663e-01,1.529036120926457465e-01,9.796869948191955224e-01,9.197078873998689730e-01
1.546999999999999931e+00,4.472573933488178666e-01,6.006944182174395186e-01,1.534370248686216520e-01,9.779906405578014938e-01,9.220466627446185504e-01
1.548000000000000043e+00,4.451445079102201441e-01,5.991058513034374089e-01,1.539613433932172648e-01,9.762133084151468632e-01,9.243946170406283080e-01
1.548999999999999932e+00,4.430140153158627081e-01,5.975189779580878380e-01,1.545049626422251299e-01,9.743539130589385922e-01,9.267083900014427833e-01
1.550000000000000044e+00,4.408660685895579023e-01,5.959329393716424894e-01,1.550668707820845871e-01,9.724113160976350922e-01,9.289890604555252063e-01
1.550999999999999934e+00,4.387023509677493438e-01,5.943681844753019305e-01,1.556658335075525867e-01,9.703858744567007699e-01,9.312076471553425439e-01
1.552000000000000046e+00,4.365210439974075429e-01,5.928029144522900529e-01,1.562818704548825099e-01,9.682747348619671346e-01,9.333954476592342120e-01
1.552999999999999936e+00,4.343241614092051006e-01,5.912306410029880555e-01,1.569064795937829548e-01,9.660787264601827795e-01,9.355610697010082744e-01
1.554000000000000048e+00,4.321113762526675450e-01,5.896362397426593294e-01,1.575248634899917843e-01,9.637965062209008504e-01,9.377242141338987258e-01
1.554999999999999716e+00,4.298835707445765042e-01,5.879989921396940877e-01,1.581154213951175835e-01,9.614280186222102786e-01,9.399107025033073270e-01
1.556000000000000050e+00,4.276414777106525844e-01,5.862963378879019194e-01,1.586548601772493350e-01,9.589731796584999302e-01,9.421468787201680017e-01
1.556999999999999940e+00,4.253833119292015907e-01,5.845099407723223228e-01,1.591266288431207321e-01,9.564291479329706247e-01,9.444514545966110619e-01
1.558000000000000052e+00,4.231131633258695124e-01,5.826286752744235242e-01,1.595155119485540118e-01,9.537997809778513414e-01,9.468320329297337246e-01
1.558999999999999719e+00,4.208299379412255292e-01,5.806401345414582416e-01,1.598101966002327123e-01,9.510832315905298762e-01,9.492962220655748462e-01
1.560000000000000053e+00,4.185339228746495222e-01,5.785454151088174068e-01,1.600114922341678847e-01,9.482792510934758834e-01,9.518335705789685575e-01
1.560999999999999943e+00,4.162253934988751070e-01,5.763546301743750488e-01,1.601292366754999419e-01,9.453876409347253817e-01,9.544226331885917736e-01
1.562000000000000055e+00,4.139069414177004025e-01,5.740858292526151985e-01,1.601788878349147960e-01,9.424112759953696683e-01,9.570336388329311328e-01
1.562999999999999945e+00,4.115783335583467206e-01,5.717585548698737030e-01,1.601802213115269824e-01,9.393496246480097511e-01,9.596370407847368833e-01
1.564000000000000057e+00,4.092391250950571657e-01,5.694117131409501820e-01,1.601725880458930162e-01,9.362018664837316040e-01,9.621848834277169082e-01
1.564999999999999947e+00,4.068922950602511523e-01,5.670813931791697238e-01,1.601890981189185714e-01,9.329719199407116026e-01,9.646372114448467094e-01
