lambda_um,eta,V,delta_phi
1.530000000000000027e+00,4.351934788758244355e-01,9.669560418782986444e-01,-4.595317525249693058e-01
1.530999999999999917e+00,4.357628582150924745e-01,9.675247418916610442e-01,-4.595317525249693058e-01
1.532000000000000028e+00,4.363152237560011248e-01,9.680719628375241692e-01,-4.595317525249693058e-01
1.532999999999999918e+00,4.368511007817527103e-01,9.685986198394577196e-01,-4.595317525249693058e-01
1.534000000000000030e+00,4.373703742420068652e-01,9.691049789942782766e-01,-4.595317525249693058e-01
1.534999999999999920e+00,4.378731547767774068e-01,9.695915167727726658e-01,-4.595317525249693058e-01
1.536000000000000032e+00,4.383595637875212780e-01,9.700587059699414816e-01,-4.595317525249693058e-01
1.536999999999999700e+00,4.388291397047541786e-01,9.705064513943065796e-01,-4.595317525249693058e-01
1.538000000000000034e+00,4.392823132985097523e-01,9.709355012544205188e-01,-4.595317525249693058e-01
1.538999999999999924e+00,4.397196451858500499e-01,9.713467029568132460e-01,-4.595317525249693058e-01
1.540000000000000036e+00,4.401404323156110077e-01,9.717397028057064290e-01,-4.595317525249693058e-01
1.540999999999999925e+00,4.405447426742202799e-01,9.721148667222558881e-01,-4.595317525249693058e-01
1.542000000000000259e+00,4.409335848915459377e-01,9.724734124422879100e-01,-4.595317525249693058e-01
1.542999999999999927e+00,4.413064203843486966e-01,9.728151105439105661e-01,-4.595317525249693058e-01
1.544000000000000039e+00,4.416632085449421208e-01,9.731401853705666793e-01,-4.595317525249693058e-01
1.544999999999999929e+00,4.420045192183826854e-01,9.734494028344933270e-01,-4.595317525249693058e-01
1.546000000000000041e+00,4.423299490864481820e-01,9.737426324846802927e-01,-4.595317525249693058e-01
1.546999999999999931e+00,4.426394710108081942e-01,9.740200774249697657e-01,-4.595317525249693058e-01
1.548000000000000043e+00,4.429333437645401328e-01,9.742821848508225191e-01,-4.595317525249693058e-01
1.548999999999999932e+00,4.432108588802603499e-01,9.745285302342984179e-01,-4.595317525249693058e-01
1.550000000000000044e+00,4.434721969962407417e-01,9.747594734586260135e-01,-4.595317525249693058e-01
1.550999999999999934e+00,4.437172101285831727e-01,9.749750716255657368e-01,-4.595317525249693058e-01
1.552000000000000046e+00,4.439453148574994956e-01,9.751749915776910527e-01,-4.595317525249693058e-01
1.552999999999999936e+00,4.441557519237059881e-01,9.753587425887555451e-01,-4.595317525249693058e-01
1.554000000000000048e+00,4.443481506392424341e-01,9.755261676999725795e-01,-4.595317525249693058e-01
1.554999999999999716e+00,4.445220523970254689e-01,9.756770239209894280e-01,-4.595317525249693058e-01
1.556000000000000050e+00,4.446763108343579352e-01,9.758104640120026652e-01,-4.595317525249693058e-01
1.556999999999999940e+00,4.448107225799002862e-01,9.759264475918996151e-01,-4.595317525249693058e-01
1.558000000000000052e+00,4.449244951960581451e-01,9.760244118478225150e-01,-4.595317525249693058e-01
1.558999999999999719e+00,4.450166875862688887e-01,9.761036532110435315e-01,-4.595317525249693058e-01
1.560000000000000053e+00,4.450869560232187938e-01,9.761639655650499181e-01,-4.595317525249693058e-01
1.560999999999999943e+00,4.451359583112951546e-01,9.762059814231012211e-01,-4.595317525249693058e-01
1.562000000000000055e+00,4.451625959753176542e-01,9.762288062723846194e-01,-4.595317525249693058e-01
1.562999999999999945e+00,4.451676754249759282e-01,9.762331574702420856e-01,-4.595317525249693058e-01
1.564000000000000057e+00,4.451518431931485442e-01,9.762195938735835909e-01,-4.595317525249693058e-01
1.564999999999999947e+00,4.451153177387739968e-01,9.761882880048010636e-01,-4.595317525249693058e-01
