lambda_um,eta,V,delta_phi
1.530000000000000027e+00,4.844813427513426918e-01,9.980752243826039871e-01,-1.965752432487681833e+00
1.530999999999999917e+00,4.847877216542989531e-01,9.981504047848250849e-01,-1.965752432487681833e+00
1.532000000000000028e+00,4.850998048309189681e-01,9.982254493845984511e-01,-1.965752432487681833e+00
1.532999999999999918e+00,4.854175199291347331e-01,9.983002559934458509e-01,-1.965752432487681833e+00
1.534000000000000030e+00,4.857406258869949589e-01,9.983746838997089590e-01,-1.965752432487681833e+00
1.534999999999999920e+00,4.860685163430840672e-01,9.984485145927937122e-01,-1.965752432487681833e+00
1.536000000000000032e+00,4.864016228127157615e-01,9.985217664982685148e-01,-1.965752432487681833e+00
1.536999999999999700e+00,4.867396928297844094e-01,9.985943027173349584e-01,-1.965752432487681833e+00
1.538000000000000034e+00,4.870826876121867044e-01,9.986660346510130015e-01,-1.965752432487681833e+00
1.538999999999999924e+00,4.874301555109278317e-01,9.987367904296174936e-01,-1.965752432487681833e+00
1.540000000000000036e+00,4.877820686176299048e-01,9.988064898803710179e-01,-1.965752432487681833e+00
1.540999999999999925e+00,4.881385100329414528e-01,9.988750735319578133e-01,-1.965752432487681833e+00
1.542000000000000259e+00,4.884989352413419139e-01,9.989423636685651475e-01,-1.965752432487681833e+00
1.542999999999999927e+00,4.888637951489406275e-01,9.990083714396176262e-01,-1.965752432487681833e+00
1.544000000000000039e+00,4.892323202139281513e-01,9.990728865451909968e-01,-1.965752432487681833e+00
1.544999999999999929e+00,4.896049307048448984e-01,9.991359137586688366e-01,-1.965752432487681833e+00
1.546000000000000041e+00,4.899810604017470483e-01,9.991972890963674025e-01,-1.965752432487681833e+00
1.546999999999999931e+00,4.903606721301292382e-01,9.992569430351684323e-01,-1.965752432487681833e+00
1.548000000000000043e+00,4.907438645916941677e-01,9.993148264702512718e-01,-1.965752432487681833e+00
1.548999999999999932e+00,4.911299640905683050e-01,9.993707777263580727e-01,-1.965752432487681833e+00
1.550000000000000044e+00,4.915195725226699786e-01,9.994248242595646925e-01,-1.965752432487681833e+00
1.550999999999999934e+00,4.919119067036189508e-01,9.994767988801528391e-01,-1.965752432487681833e+00
1.552000000000000046e+00,4.923069298552151252e-01,9.995266454327742522e-01,-1.965752432487681833e+00
1.552999999999999936e+00,4.927051573743609358e-01,9.995743727670886036e-01,-1.965752432487681833e+00
1.554000000000000048e+00,4.931054368834560941e-01,9.996197922881510101e-01,-1.965752432487681833e+00
1.554999999999999716e+00,4.935084094079461026e-01,9.996629308300694072e-01,-1.965752432487681833e+00
1.556000000000000050e+00,4.939135342904290016e-01,9.997036833896018049e-01,-1.965752432487681833e+00
1.556999999999999940e+00,4.943209462259198217e-01,9.997420200669646650e-01,-1.965752432487681833e+00
1.558000000000000052e+00,4.947302604357290412e-01,9.997778634344656190e-01,-1.965752432487681833e+00
1.558999999999999719e+00,4.951415397223028481e-01,9.998111807378803340e-01,-1.965752432487681833e+00
1.560000000000000053e+00,4.955546716173360178e-01,9.998419249394121522e-01,-1.965752432487681833e+00
1.560999999999999943e+00,4.959693353213980305e-01,9.998700383835490424e-01,-1.965752432487681833e+00
1.562000000000000055e+00,4.963855406274456650e-01,9.998954909289116122e-01,-1.965752432487681833e+00
1.562999999999999945e+00,4.968031589391800340e-01,9.999182449999314271e-01,-1.965752432487681833e+00
1.564000000000000057e+00,4.972221193874531986e-01,9.999382689398402801e-01,-1.965752432487681833e+00
1.564999999999999947e+00,4.976422916778164285e-01,9.999555306805221200e-01,-1.965752432487681833e+00
