lambda_um,eta,V,delta_phi
1.530000000000000027e+00,4.907246772856165284e-01,9.993119838728967697e-01,-1.898145197262163242e+00
1.530999999999999917e+00,4.913279907066692154e-01,9.993985509634114583e-01,-1.898145197262163242e+00
1.532000000000000028e+00,4.919314784356967341e-01,9.994793272634781012e-01,-1.898145197262163242e+00
1.532999999999999918e+00,4.925350153848974122e-01,9.995542913877943914e-01,-1.898145197262163242e+00
1.534000000000000030e+00,4.931385940588394190e-01,9.996234397802357119e-01,-1.898145197262163242e+00
1.534999999999999920e+00,4.937417777571742605e-01,9.996867263127641179e-01,-1.898145197262163242e+00
1.536000000000000032e+00,4.943446265962329056e-01,9.997441667428261791e-01,-1.898145197262163242e+00
1.536999999999999700e+00,4.949467690236302730e-01,9.997957397168582006e-01,-1.898145197262163242e+00
1.538000000000000034e+00,4.955486514906621842e-01,9.998414965342571348e-01,-1.898145197262163242e+00
1.538999999999999924e+00,4.961495455656595999e-01,9.998813990387036554e-01,-1.898145197262163242e+00
1.540000000000000036e+00,4.967496876904198833e-01,9.999154873304680891e-01,-1.898145197262163242e+00
1.540999999999999925e+00,4.973489375222716058e-01,9.999437765224975516e-01,-1.898145197262163242e+00
1.542000000000000259e+00,4.979469758209040253e-01,9.999662813022451857e-01,-1.898145197262163242e+00
1.542999999999999927e+00,4.985439167684058703e-01,9.999830387168251455e-01,-1.898145197262163242e+00
1.544000000000000039e+00,4.991396343673961677e-01,9.999940781853599026e-01,-1.898145197262163242e+00
1.544999999999999929e+00,4.997338992814598368e-01,9.999994335234211329e-01,-1.898145197262163242e+00
1.546000000000000041e+00,5.003267637241394228e-01,9.999991458041134207e-01,-1.898145197262163242e+00
1.546999999999999931e+00,5.009180415626921512e-01,9.999932576202433809e-01,-1.898145197262163242e+00
1.548000000000000043e+00,5.015079537989247660e-01,9.999818087681845435e-01,-1.898145197262163242e+00
1.548999999999999932e+00,5.020961471849519908e-01,9.999648499536059054e-01,-1.898145197262163242e+00
1.550000000000000044e+00,5.026825099058090940e-01,9.999424347817668091e-01,-1.898145197262163242e+00
1.550999999999999934e+00,5.032669443881623295e-01,9.999146202399246119e-01,-1.898145197262163242e+00
1.552000000000000046e+00,5.038498230242842713e-01,9.998814379303523348e-01,-1.898145197262163242e+00
1.552999999999999936e+00,5.044306589343697800e-01,9.998429664219986579e-01,-1.898145197262163242e+00
1.554000000000000048e+00,5.050095141608685889e-01,9.997992582936152672e-01,-1.898145197262163242e+00
1.554999999999999716e+00,5.055863796030946045e-01,9.997503700648826541e-01,-1.898145197262163242e+00
1.556000000000000050e+00,5.061609982583366030e-01,9.996963829023552961e-01,-1.898145197262163242e+00
1.556999999999999940e+00,5.067337276630156095e-01,9.996373210740128190e-01,-1.898145197262163242e+00
1.558000000000000052e+00,5.073039398875979211e-01,9.995733107482308588e-01,-1.898145197262163242e+00
1.558999999999999719e+00,5.078720892052218661e-01,9.995043645500562013e-01,-1.898145197262163242e+00
1.560000000000000053e+00,5.084377744331596283e-01,9.994305938587647598e-01,-1.898145197262163242e+00
1.560999999999999943e+00,5.090011870833464069e-01,9.993520390434595946e-01,-1.898145197262163242e+00
1.562000000000000055e+00,5.095620617840873612e-01,9.992688032176347823e-01,-1.898145197262163242e+00
1.562999999999999945e+00,5.101203881416103147e-01,9.991809575036266766e-01,-1.898145197262163242e+00
1.564000000000000057e+00,5.106762328615009894e-01,9.990885599659387051e-01,-1.898145197262163242e+00
1.564999999999999947e+00,5.112293109827096282e-01,9.989917291602556926e-01,-1.898145197262163242e+00
